sale_date,year,month,quarter,day_of_week,is_weekend,total_units_sold,total_revenue,total_gross_profit,total_marketing_spend,revenue_lag_1day,revenue_lag_7day,revenue_lag_30day,revenue_lag_365day,ma_7day,ma_30day,has_campaign,is_holiday_season,is_december,days_until_black_friday,days_since_black_friday,days_until_christmas,days_since_christmas,days_until_ramadan,days_until_eid,days_until_cyber_monday,is_bf_week,is_xmas_2week,is_ramadan_month,dow_sin,dow_cos,month_sin,month_cos,rolling_std_7day,rolling_std_30day,days_since_last_campaign
2023-09-02,2023,9,3,5,1,18448,1429360.49,723245.4,672.5,1231620.99,1381271.27,649395.15,,1081531.0,980275.0,1,0,0,83,365,114,365,191,221,86,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,246695.6831364386,234411.141626196,0
2023-09-03,2023,9,3,6,1,18351,1460734.67,739582.11,672.5,1429360.49,1352038.41,879314.77,,1097059.0,999656.0,1,0,0,82,365,113,365,190,220,85,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,268975.15989851777,249336.28838071038,0
2023-09-04,2023,9,3,0,0,11579,933421.7,472976.03,672.5,1460734.67,881580.61,1023882.13,,1104465.0,996640.0,1,0,0,81,365,112,365,189,219,84,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,262693.76523875195,249580.07708332536,0
2023-09-05,2023,9,3,1,0,11758,951895.19,482883.56,672.5,933421.7,914540.44,1002685.32,,1109802.0,994947.0,1,0,0,80,365,111,365,188,218,83,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,258539.14565005762,249709.8898581392,0
2023-09-06,2023,9,3,2,0,11677,944427.2,479065.61,672.5,951895.19,879160.6,654138.62,,1119125.0,1004624.0,1,0,0,79,365,110,365,187,217,82,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,249866.57352260835,241538.7849622382,0
2023-09-07,2023,9,3,3,0,11769,921176.95,466939.52,672.5,944427.2,882417.57,665202.42,,1124662.0,1013156.0,1,0,0,78,365,109,365,186,216,81,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,244110.01841921813,233523.31218673347,0
2023-09-08,2023,9,3,4,0,15764,1263959.88,641847.02,672.5,921176.95,1231620.99,658518.25,,1129282.0,1033338.0,1,0,0,77,365,108,365,185,215,80,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,246763.1963266592,227912.31628803484,0
2023-09-09,2023,9,3,5,1,18197,1421420.84,720273.67,672.5,1263959.88,1429360.49,665642.34,,1128148.0,1058530.0,1,0,0,76,365,107,365,184,214,79,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,245167.10332879538,227637.44708579275,0
2023-09-10,2023,9,3,6,1,18603,1464908.6,741952.6,672.5,1421420.84,1460734.67,902134.91,,1128744.0,1077289.0,1,0,0,75,365,106,365,183,213,78,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,246114.05575890193,237288.71834518816,0
2023-09-11,2023,9,3,0,0,9902,687873.22,347507.61,0.0,1464908.6,933421.7,994666.02,,1093666.0,1067063.0,0,0,0,74,365,105,365,182,212,77,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,291843.49214009865,247369.12690021622,1
2023-09-12,2023,9,3,1,0,10040,699466.5,354757.17,0.0,687873.22,951895.19,1035077.82,,1057605.0,1055876.0,0,0,0,73,365,104,365,181,211,76,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,325890.35121010523,256293.38383496084,2
2023-09-13,2023,9,3,2,0,9894,693434.19,350960.99,0.0,699466.5,944427.2,652145.19,,1021749.0,1057252.0,0,0,0,72,365,103,365,180,210,75,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,353090.76244260056,254152.50245278818,3
2023-09-14,2023,9,3,3,0,9760,682879.92,345896.15,0.0,693434.19,921176.95,880276.23,,987706.0,1050672.0,0,0,0,71,365,102,365,179,209,74,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,375198.5324752467,261345.76156235128,4
2023-09-15,2023,9,3,4,0,12970,914042.36,462128.34,0.0,682879.92,1263959.88,862406.17,,937718.0,1052394.0,0,0,0,70,365,101,365,178,208,73,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,355026.3183374618,260230.75514957175,5
2023-09-16,2023,9,3,5,1,15645,1074934.95,543161.41,0.0,914042.36,1421420.84,878502.2,,888220.0,1058941.0,0,0,0,69,365,100,365,177,207,72,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,295514.18027166446,258167.6186725632,6
2023-09-17,2023,9,3,6,1,15806,1066038.09,539448.9,0.0,1074934.95,1464908.6,1190174.64,,831238.0,1054803.0,0,0,0,68,365,99,365,176,206,71,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,182707.89348270706,256983.80256186175,7
2023-09-18,2023,9,3,0,0,10126,694234.49,351318.02,0.0,1066038.09,687873.22,1348905.04,,832147.0,1032981.0,0,0,0,67,365,98,365,175,205,70,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,181889.9671781313,258937.3029993818,8
2023-09-19,2023,9,3,1,0,9893,687131.53,348130.67,0.0,694234.49,699466.5,1395747.26,,830385.0,1009361.0,0,0,0,66,365,97,365,174,204,69,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,183442.72574813932,257017.50693102388,9
2023-09-20,2023,9,3,2,0,9955,690710.65,349729.84,0.0,687131.53,693434.19,904645.87,,829996.0,1002229.0,0,0,0,65,365,96,365,173,203,68,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,183784.17696352824,262923.15257559106,10
2023-09-21,2023,9,3,3,0,9796,697639.2,353973.97,0.0,690710.65,682879.92,894212.92,,832104.0,995677.0,0,0,0,64,365,95,365,172,202,67,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,181889.98702915403,268106.2906442154,11
2023-09-22,2023,9,3,4,0,13504,925509.2,468759.48,0.0,697639.2,914042.36,907580.79,,833743.0,996275.0,0,0,0,63,365,94,365,171,201,66,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,182800.27628676227,267923.0703400696,12
2023-09-23,2023,9,3,5,1,15530,1089259.88,550946.58,0.0,925509.2,1074934.95,875542.94,,835789.0,1003398.0,0,0,0,62,365,93,365,170,200,65,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,186002.53685937752,267443.06829747284,13
2023-09-24,2023,9,3,6,1,15321,1049474.61,530884.14,0.0,1089259.88,1066038.09,1184862.49,,833423.0,998885.0,0,0,0,61,365,92,365,169,199,64,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,182660.5988701507,265409.9532074673,14
2023-09-25,2023,9,3,0,0,10072,687412.42,347902.27,0.0,1049474.61,694234.49,1381271.27,,832448.0,975757.0,0,0,0,60,365,91,365,168,198,63,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,183543.0753093162,261136.7336769849,15
2023-09-26,2023,9,3,1,0,10149,696617.7,352851.82,0.0,687412.42,687131.53,1352038.41,,833803.0,953909.0,0,0,0,59,365,90,365,167,197,62,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,182322.28677287526,255935.8117578924,16
2023-09-27,2023,9,3,2,0,10033,687272.78,347721.16,0.0,696617.7,690710.65,881580.61,,833312.0,947433.0,0,0,0,58,365,89,365,166,196,61,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,182776.04532168247,260251.61579314433,17
2023-09-28,2023,9,3,3,0,10262,694334.66,350976.49,0.0,687272.78,697639.2,914540.44,,832840.0,940092.0,0,0,0,57,365,88,365,165,195,60,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,183188.66892108458,264285.40638972854,18
2023-09-29,2023,9,3,4,0,13053,917105.69,464421.4,0.0,694334.66,925509.2,879160.6,,831640.0,941357.0,0,0,0,56,365,87,365,164,194,59,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,182506.4249939812,264074.4551224011,19
2023-09-30,2023,9,3,5,1,15415,1071917.15,542603.48,0.0,917105.69,1089259.88,882417.57,,829162.0,947674.0,0,0,0,55,365,86,365,163,193,58,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,178500.09283076678,264881.1857010694,20
2023-10-01,2023,10,4,6,1,16390,1146266.8,578134.06,0.0,1071917.15,1049474.61,1231620.99,,842990.0,944829.0,0,0,0,54,365,85,365,162,192,57,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,200770.63582166255,262170.6190721543,21
2023-10-02,2023,10,4,0,0,11110,756689.57,381118.99,0.0,1146266.8,687412.42,1429360.49,,852886.0,922406.0,0,0,0,53,365,84,365,161,191,56,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,193395.49626179147,247665.79253742468,22
2023-10-03,2023,10,4,1,0,10619,735336.67,370703.9,0.0,756689.57,696617.7,1460734.67,,858418.0,898226.0,0,0,0,52,365,83,365,160,190,55,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,188677.31701148278,227919.34546934487,23
2023-10-04,2023,10,4,2,0,10869,758512.44,381559.8,0.0,735336.67,687272.78,933421.7,,868595.0,892396.0,0,0,0,51,365,82,365,159,189,54,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,179610.8089409329,229221.40528004194,24
2023-10-05,2023,10,4,3,0,10858,745679.97,376207.92,0.0,758512.44,694334.66,951895.19,,875930.0,885522.0,0,0,0,50,365,81,365,158,188,53,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,172203.90246465983,230464.23326220326,25
2023-10-06,2023,10,4,4,0,14405,996241.71,502148.92,0.0,745679.97,917105.69,944427.2,,887235.0,887249.0,0,0,0,49,365,80,365,157,187,52,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,177862.29162226705,231114.14061050006,26
2023-10-07,2023,10,4,5,1,16282,1128976.26,569183.87,0.0,996241.71,1071917.15,921176.95,,895386.0,894176.0,0,0,0,48,365,79,365,156,186,51,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,188713.28083826505,235243.09286988128,27
2023-10-08,2023,10,4,6,1,16424,1168184.49,588687.45,0.0,1128976.26,1146266.8,1263959.88,,898517.0,890984.0,0,0,0,47,365,78,365,155,185,50,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,193685.92238721752,230656.8471050112,28
2023-10-09,2023,10,4,0,0,10538,741815.08,374069.37,0.0,1168184.49,756689.57,1421420.84,,896392.0,868330.0,0,0,0,46,365,77,365,154,184,49,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,195573.6403407765,209133.42562595417,29
2023-10-10,2023,10,4,1,0,10661,732837.19,369066.81,0.0,741815.08,735336.67,1464908.6,,896035.0,843928.0,0,0,0,45,365,76,365,153,183,48,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,195918.67305716168,177429.43525776727,30
2023-10-11,2023,10,4,2,0,10796,728482.01,366677.1,0.0,732837.19,758512.44,687873.22,,891745.0,845281.0,0,0,0,44,365,75,365,152,182,47,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,199723.76533431408,176349.4446553867,31
2023-10-12,2023,10,4,3,0,10487,726558.63,366037.8,0.0,728482.01,745679.97,699466.5,,889014.0,846184.0,0,0,0,43,365,74,365,151,181,46,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,202170.2317306476,175644.95184504063,32
2023-10-13,2023,10,4,4,0,14337,991941.88,499367.59,0.0,726558.63,996241.71,693434.19,,888399.0,856135.0,0,0,0,42,365,73,365,150,180,45,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,201796.3238130877,175147.79438584542,33
2023-10-14,2023,10,4,5,1,16560,1136126.22,572605.83,0.0,991941.88,1128976.26,682879.92,,889421.0,871243.0,0,0,0,41,365,72,365,149,179,44,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,203229.99573770285,179189.37486964912,34
2023-10-15,2023,10,4,6,1,17200,1174157.59,591951.04,0.0,1136126.22,1168184.49,914042.36,,890274.0,879913.0,0,0,0,40,365,71,365,148,178,43,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,204603.41111802866,187435.17147152402,35
2023-10-16,2023,10,4,0,0,10712,745990.51,376194.66,0.0,1174157.59,741815.08,1074934.95,,890871.0,868949.0,0,0,0,39,365,70,365,147,177,42,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,204103.9434078395,185241.8203051287,36
2023-10-17,2023,10,4,1,0,10731,752182.98,378916.31,0.0,745990.51,732837.19,1066038.09,,893634.0,858487.0,0,0,0,38,365,69,365,146,176,41,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,201724.54438195936,182570.51621558133,37
2023-10-18,2023,10,4,2,0,10907,744990.22,375451.64,0.0,752182.98,728482.01,694234.49,,895993.0,860179.0,0,0,0,37,365,68,365,145,175,40,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,199556.84412094046,181226.14971509037,38
2023-10-19,2023,10,4,3,0,10725,744443.34,374940.16,0.0,744990.22,726558.63,687131.53,,898548.0,862089.0,0,0,0,36,365,67,365,144,174,39,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,197125.68681140832,179634.1574878755,39
2023-10-20,2023,10,4,4,0,14488,1001505.54,505191.9,0.0,744443.34,991941.88,690710.65,,899914.0,872449.0,0,0,0,35,365,66,365,143,173,38,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,197912.4382595185,178367.2294790871,40
2023-10-21,2023,10,4,5,1,17067,1156268.23,583254.62,0.0,1001505.54,1136126.22,697639.2,,902791.0,887736.0,0,0,0,34,365,65,365,142,172,37,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,202022.82447472468,182474.84067707296,41
2023-10-22,2023,10,4,6,1,16989,1156807.56,583128.72,0.0,1156268.23,1174157.59,925509.2,,900313.0,895446.0,0,0,0,33,365,64,365,141,171,36,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,198209.03101904877,188899.18611019466,42
2023-10-23,2023,10,4,0,0,10837,738261.55,372506.12,0.0,1156807.56,745990.51,1089259.88,,899208.0,883746.0,0,0,0,32,365,63,365,140,170,35,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,199230.8634787264,187344.49846515837,43
2023-10-24,2023,10,4,1,0,10829,759185.69,382906.43,0.0,738261.55,752182.98,1049474.61,,900209.0,874070.0,0,0,0,31,365,62,365,139,169,34,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,198385.35744980103,185981.22545116273,44
2023-10-25,2023,10,4,2,0,10615,739187.41,372164.05,0.0,759185.69,744990.22,687412.42,,899380.0,875796.0,0,0,0,30,365,61,365,138,168,33,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,199152.69320714433,184423.08625621858,45
2023-10-26,2023,10,4,3,0,10680,736094.81,369880.4,0.0,739187.41,744443.34,696617.7,,898187.0,877112.0,0,0,0,29,365,60,365,137,167,32,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,200257.12532428672,183237.54935671668,46
2023-10-27,2023,10,4,4,0,14484,972838.23,490236.18,0.0,736094.81,1001505.54,687272.78,,894092.0,886631.0,0,0,0,28,365,59,365,136,166,31,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,198073.30101853827,180431.51485352975,47
2023-10-28,2023,10,4,5,1,16555,1155247.11,582612.22,0.0,972838.23,1156268.23,694334.66,,893946.0,901994.0,0,0,0,27,365,58,365,135,165,30,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,197848.2845741159,183096.55537572774,48
2023-10-29,2023,10,4,6,1,16844,1173599.23,590986.53,0.0,1155247.11,1156807.56,917105.69,,896345.0,910544.0,0,0,0,26,365,57,365,134,164,29,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,201632.13608957344,189696.12434182398,49
2023-10-30,2023,10,4,0,0,11109,761553.01,383555.35,0.0,1173599.23,738261.55,1071917.15,,899672.0,900199.0,0,0,0,25,365,56,365,133,163,28,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,198760.375331235,189053.92881032536,50
2023-10-31,2023,10,4,1,0,10683,742987.23,374493.91,0.0,761553.01,759185.69,1146266.8,,897358.0,886756.0,0,0,0,24,365,55,365,132,162,27,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,200752.89838439974,185253.3276142666,51
2023-11-01,2023,11,4,2,0,12209,1013238.11,510441.85,0.0,742987.23,739187.41,756689.57,,936508.0,895308.0,0,1,0,23,365,54,365,131,161,26,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,191263.9662228666,184963.3299009645,52
2023-11-02,2023,11,4,3,0,12791,1044301.92,526915.68,0.0,1013238.11,736094.81,735336.67,,980538.0,905607.0,0,1,0,22,365,53,365,130,160,25,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,171937.5501767222,184349.56803978485,53
2023-11-03,2023,11,4,4,0,17196,1375407.7,692423.74,0.0,1044301.92,972838.23,758512.44,,1038048.0,926170.0,0,1,0,21,365,52,365,129,159,24,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,227334.6703901024,201027.46991928955,54
2023-11-04,2023,11,4,5,1,19674,1635576.9,826873.51,0.0,1375407.7,1155247.11,745679.97,,1106666.0,955833.0,0,1,0,20,365,51,365,128,158,23,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,321567.041080305,236076.70118680774,55
2023-11-05,2023,11,4,6,1,19837,1601447.81,808996.86,0.0,1635576.9,1173599.23,996241.71,,1167788.0,976006.0,0,1,0,19,365,50,365,127,157,22,0,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,372963.4180775721,263871.08889134956,56
2023-11-06,2023,11,4,0,0,12701,1041217.74,525568.07,0.0,1601447.81,761553.01,1128976.26,,1207740.0,973081.0,0,1,0,18,365,49,365,126,156,21,0,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,335268.6737987856,262600.1701489608,57
2023-11-07,2023,11,4,1,0,12392,1016080.43,511457.95,0.0,1041217.74,742987.23,1168184.49,,1246753.0,968011.0,0,1,0,17,365,48,365,125,155,20,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,284169.7516693053,260160.36715690338,58
2023-11-08,2023,11,4,2,0,12764,1047190.91,528195.12,0.0,1016080.43,1013238.11,741815.08,,1251603.0,978190.0,0,1,0,16,365,47,365,124,154,19,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,279775.454492353,256959.37077713915,59
2023-11-09,2023,11,4,3,0,12646,1072606.64,541259.12,0.0,1047190.91,1044301.92,732837.19,,1255647.0,989516.0,0,1,0,15,365,46,365,123,153,18,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,276464.9821791122,253233.13816730143,60
2023-11-10,2023,11,4,4,0,16897,1391603.5,702421.44,0.0,1072606.64,1375407.7,728482.01,,1257961.0,1011620.0,0,1,0,14,365,45,365,122,152,17,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,277699.29626914277,258547.78225242873,61
2023-11-11,2023,11,4,5,1,19513,1627350.04,822089.77,0.0,1391603.5,1635576.9,726558.63,,1256785.0,1041646.0,0,1,0,13,365,44,365,121,151,16,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,275846.0361224925,276017.1027814799,62
2023-11-12,2023,11,4,6,1,19461,1637281.7,827018.72,0.0,1627350.04,1601447.81,991941.88,,1261904.0,1063158.0,0,1,0,12,365,43,365,120,150,15,0,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,283533.6665925886,296404.11773638095,63
2023-11-13,2023,11,4,0,0,12602,1025206.97,517157.41,0.0,1637281.7,1041217.74,1136126.22,,1259617.0,1059460.0,0,1,0,11,365,42,365,119,149,14,0,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,285667.1991635738,296154.2218938335,64
2023-11-14,2023,11,4,1,0,12624,1036708.84,522157.18,0.0,1025206.97,1016080.43,1174157.59,,1262564.0,1054879.0,0,1,0,10,365,41,365,118,148,13,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,282828.4762112122,295380.8066946053,65
2023-11-15,2023,11,4,2,0,12441,1024731.34,517825.05,0.0,1036708.84,1047190.91,745990.51,,1259356.0,1064170.0,0,1,0,9,365,40,365,117,147,12,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,285790.8413792437,289658.05403056875,66
2023-11-16,2023,11,4,3,0,12847,1052325.68,531899.01,0.0,1024731.34,1072606.64,752182.98,,1256458.0,1074175.0,0,1,0,8,365,39,365,116,146,11,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,288093.12244677555,283631.2162700444,67
2023-11-17,2023,11,4,4,0,16713,1384911.7,698361.31,0.0,1052325.68,1391603.5,744990.22,,1255502.0,1095506.0,0,1,0,7,365,38,365,115,145,10,1,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,287580.5791044639,282079.6065861539,68
2023-11-18,2023,11,4,5,1,19857,1626392.57,823441.65,0.0,1384911.7,1627350.04,744443.34,,1255366.0,1124904.0,0,1,0,6,365,37,365,114,144,9,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,287374.3947618129,290075.30206957576,69
2023-11-19,2023,11,4,6,1,19861,1653910.61,835000.89,0.0,1626392.57,1637281.7,1001505.54,,1257741.0,1146651.0,0,1,0,5,365,36,365,113,143,8,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,291102.2080231622,304596.96279222326,70
2023-11-20,2023,11,4,0,0,12889,1046417.54,527961.05,0.0,1653910.61,1025206.97,1156268.23,,1260771.0,1142989.0,0,1,0,4,365,35,365,112,142,7,1,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,288375.9781596273,305137.16159006336,71
2023-11-21,2023,11,4,1,0,12684,1049396.64,529668.94,0.0,1046417.54,1036708.84,1156807.56,,1262584.0,1139409.0,0,1,0,3,365,34,365,111,141,6,1,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,286768.34302775434,305599.2386144291,72
2023-11-22,2023,11,4,2,0,12720,1056573.44,532843.16,0.0,1049396.64,1024731.34,738261.55,,1267133.0,1150019.0,0,1,0,2,365,33,365,110,140,5,1,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,282588.6675566011,296584.06985165784,73
2023-11-23,2023,11,4,3,0,12369,1032212.74,520965.34,0.0,1056573.44,1052325.68,759185.69,,1264259.0,1159120.0,0,1,0,1,365,32,365,109,139,4,1,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,285226.71326663275,288249.4145202085,74
2023-11-24,2023,11,4,4,0,33830,3845702.54,1943283.75,15554.0,1032212.74,1384911.7,739187.41,,1615801.0,1262670.0,1,1,0,0,0,31,365,108,138,3,1,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1022443.7675202187,561071.8034593188,0
2023-11-25,2023,11,4,5,1,39659,4457216.55,2252351.81,15554.0,3845702.54,1626392.57,736094.81,,2020204.0,1386708.0,1,1,0,365,1,30,365,107,137,2,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,1483300.5720278302,800765.3689062307,0
2023-11-26,2023,11,4,6,1,38626,4326387.63,2183828.77,15554.0,4457216.55,1653910.61,972838.23,,2401987.0,1498493.0,1,1,0,365,2,29,365,106,136,1,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,1701229.4212330983,959365.5020320032,0
2023-11-27,2023,11,4,0,0,29105,4636323.71,2362993.13,31110.0,4326387.63,1046417.54,1155247.11,,2914830.0,1614529.0,1,1,0,365,3,28,365,105,135,0,1,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1764403.690710645,1114409.0448134914,0
2023-11-28,2023,11,4,1,0,14121,1658327.0,844016.41,20000.0,4636323.71,1049396.64,1173599.23,,3001821.0,1630686.0,1,1,0,365,4,27,365,104,134,365,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1669566.2621571324,1111305.313640038,0
2023-11-29,2023,11,4,2,0,12669,1028244.01,518046.92,0.0,1658327.0,1056573.44,761553.01,,2997773.0,1639576.0,0,1,0,365,5,26,365,103,133,365,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,1675092.6546407822,1105162.7861859011,1
2023-11-30,2023,11,4,3,0,12434,1035637.27,522150.92,0.0,1028244.01,1032212.74,742987.23,,2998263.0,1649331.0,0,1,0,365,6,25,365,102,132,365,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1674423.29467916,1098245.8505298884,2
2023-12-01,2023,12,4,4,0,18412,1448445.58,727621.19,0.0,1035637.27,3845702.54,1013238.11,,2655797.0,1663838.0,0,1,1,364,7,24,365,101,131,365,0,0,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1716826.6091559737,1092412.7324405743,3
2023-12-02,2023,12,4,5,1,21288,1706132.17,856763.9,0.0,1448445.58,4457216.55,1044301.92,,2262785.0,1685899.0,0,1,1,363,8,23,365,100,130,365,0,0,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1541671.4613000327,1086134.637386186,4
2023-12-03,2023,12,4,6,1,21113,1732637.41,870229.11,0.0,1706132.17,4326387.63,1375407.7,,1892250.0,1697807.0,0,1,1,362,9,22,365,99,129,365,0,0,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1246463.7048156746,1084570.3261425465,5
2023-12-04,2023,12,4,0,0,13886,1097829.85,551838.07,0.0,1732637.41,4636323.71,1635576.9,,1386750.0,1679882.0,0,1,1,361,10,21,365,98,128,364,0,0,0,0.0,1.0,-2.4492935982947064e-16,1.0,325188.41449724074,1090064.0833127229,6
2023-12-05,2023,12,4,1,0,13634,1089527.36,548184.97,0.0,1097829.85,1658327.0,1601447.81,,1305493.0,1662818.0,0,1,1,360,11,20,365,97,127,363,0,0,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,316978.9137725589,1095328.36211144,7
