sale_date,year,month,quarter,day_of_week,is_weekend,total_units_sold,total_revenue,total_gross_profit,total_marketing_spend,revenue_lag_1day,revenue_lag_7day,revenue_lag_30day,revenue_lag_365day,ma_7day,ma_30day,has_campaign,is_holiday_season,is_december
2023-07-22,2023,7,3,5,1,14846,1008762.13,512372.0,0.0,872364.28,1222376.41,824013.59,,789548.0,932677.0,0,0,0
2023-07-23,2023,7,3,6,1,14822,1025863.89,518986.24,0.0,1008762.13,1024173.91,1059660.15,,789790.0,931551.0,0,0,0
2023-07-24,2023,7,3,0,0,9463,675617.71,342191.05,0.0,1025863.89,662465.45,1292333.43,,791668.0,910993.0,0,0,0
2023-07-25,2023,7,3,1,0,9479,649975.46,329930.81,0.0,675617.71,645399.66,1267277.96,,792322.0,890417.0,0,0,0
2023-07-26,2023,7,3,2,0,9617,669833.82,339675.33,0.0,649975.46,644261.55,821280.39,,795975.0,885368.0,0,0,0
2023-07-27,2023,7,3,3,0,9504,658377.73,332924.47,0.0,669833.82,669410.0,816354.83,,794399.0,880103.0,0,0,0
2023-07-28,2023,7,3,4,0,12997,893056.37,453190.02,0.0,658377.73,872364.28,823003.63,,797355.0,882438.0,0,0,0
2023-07-29,2023,7,3,5,1,14974,1035228.5,524736.39,0.0,893056.37,1008762.13,845774.49,,801136.0,888753.0,0,0,0
2023-07-30,2023,7,3,6,1,14760,1028964.14,521401.74,0.0,1035228.5,1025863.89,1112831.77,,801579.0,885957.0,0,0,0
2023-07-31,2023,7,3,0,0,9559,650049.12,328777.21,0.0,1028964.14,675617.71,1217897.71,,797926.0,867029.0,0,0,0
2023-08-01,2023,8,3,1,0,9413,647254.87,328017.69,0.0,650049.12,649975.46,1206820.92,,797538.0,848377.0,0,0,0
2023-08-02,2023,8,3,2,0,9449,669339.13,339028.56,0.0,647254.87,669833.82,787706.79,,797467.0,844431.0,0,0,0
2023-08-03,2023,8,3,3,0,9461,649395.15,328543.0,0.0,669339.13,658377.73,785997.36,,796184.0,839878.0,0,0,0
2023-08-04,2023,8,3,4,0,12813,879314.77,445503.81,0.0,649395.15,893056.37,766365.49,,794221.0,843643.0,0,0,0
2023-08-05,2023,8,3,5,1,14872,1023882.13,519726.76,0.0,879314.77,1035228.5,766359.01,,792600.0,852227.0,0,0,0
2023-08-06,2023,8,3,6,1,14724,1002685.32,508448.22,0.0,1023882.13,1028964.14,1063262.32,,788846.0,850208.0,0,0,0
2023-08-07,2023,8,3,0,0,9688,654138.62,330404.3,0.0,1002685.32,650049.12,1224234.09,,789430.0,831204.0,0,0,0
2023-08-08,2023,8,3,1,0,9486,665202.42,337302.39,0.0,654138.62,647254.87,1213132.2,,791994.0,812940.0,0,0,0
2023-08-09,2023,8,3,2,0,9580,658518.25,333677.73,0.0,665202.42,669339.13,782157.08,,790448.0,808819.0,0,0,0
2023-08-10,2023,8,3,3,0,9814,665642.34,337677.32,0.0,658518.25,649395.15,787323.42,,792769.0,804763.0,0,0,0
2023-08-11,2023,8,3,4,0,13063,902134.91,457415.75,0.0,665642.34,879314.77,778862.12,,796029.0,808872.0,0,0,0
2023-08-12,2023,8,3,5,1,14724,994666.02,502892.9,0.0,902134.91,1023882.13,776075.41,,791855.0,816158.0,0,0,0
2023-08-13,2023,8,3,6,1,14827,1035077.82,523887.14,0.0,994666.02,1002685.32,1036389.27,,796483.0,816114.0,0,0,0
2023-08-14,2023,8,3,0,0,9550,652145.19,330757.34,0.0,1035077.82,654138.62,1222376.41,,796198.0,797107.0,0,0,0
2023-08-15,2023,8,3,1,0,11249,880276.23,447115.83,672.5,652145.19,665202.42,1024173.91,,826923.0,792310.0,1,0,0
2023-08-16,2023,8,3,2,0,11218,862406.17,437945.89,672.5,880276.23,658518.25,662465.45,,856050.0,798975.0,1,0,0
2023-08-17,2023,8,3,3,0,11119,878502.2,445533.15,672.5,862406.17,665642.34,645399.66,,886458.0,806745.0,1,0,0
2023-08-18,2023,8,3,4,0,14763,1190174.64,603816.03,672.5,878502.2,902134.91,644261.55,,927607.0,824942.0,1,0,0
2023-08-19,2023,8,3,5,1,17453,1348905.04,684330.08,672.5,1190174.64,994666.02,669410.0,,978212.0,847592.0,1,0,0
2023-08-20,2023,8,3,6,1,17166,1395747.26,708155.42,672.5,1348905.04,1035077.82,872364.28,,1029737.0,865038.0,1,0,0
2023-08-21,2023,8,3,0,0,11302,904645.87,458319.64,672.5,1395747.26,652145.19,1008762.13,,1065808.0,861567.0,1,0,0
2023-08-22,2023,8,3,1,0,11219,894212.92,453200.94,672.5,904645.87,880276.23,1025863.89,,1067799.0,857179.0,1,0,0
2023-08-23,2023,8,3,2,0,11294,907580.79,459856.04,672.5,894212.92,862406.17,675617.71,,1074253.0,864911.0,1,0,0
2023-08-24,2023,8,3,3,0,11151,875542.94,444228.95,672.5,907580.79,878502.2,649975.46,,1073830.0,872430.0,1,0,0
2023-08-25,2023,8,3,4,0,15020,1184862.49,599751.4,672.5,875542.94,1190174.64,669833.82,,1073071.0,889598.0,1,0,0
2023-08-26,2023,8,3,5,1,17473,1381271.27,701036.18,672.5,1184862.49,1348905.04,658377.73,,1077695.0,913694.0,1,0,0
2023-08-27,2023,8,3,6,1,17224,1352038.41,685258.58,672.5,1381271.27,1395747.26,893056.37,,1071451.0,928993.0,1,0,0
2023-08-28,2023,8,3,0,0,11112,881580.61,447766.72,672.5,1352038.41,904645.87,1035228.5,,1068156.0,923872.0,1,0,0
2023-08-29,2023,8,3,1,0,11493,914540.44,464424.37,672.5,881580.61,894212.92,1028964.14,,1071060.0,920058.0,1,0,0
2023-08-30,2023,8,3,2,0,11018,879160.6,445992.73,672.5,914540.44,907580.79,650049.12,,1067000.0,927695.0,1,0,0
2023-08-31,2023,8,3,3,0,11281,882417.57,447578.29,672.5,879160.6,875542.94,647254.87,,1067982.0,935534.0,1,0,0
2023-09-01,2023,9,3,4,0,15592,1231620.99,623357.75,672.5,882417.57,1184862.49,669339.13,,1074661.0,954276.0,1,0,0
2023-09-02,2023,9,3,5,1,18448,1429360.49,723245.4,672.5,1231620.99,1381271.27,649395.15,,1081531.0,980275.0,1,0,0
2023-09-03,2023,9,3,6,1,18351,1460734.67,739582.11,672.5,1429360.49,1352038.41,879314.77,,1097059.0,999656.0,1,0,0
2023-09-04,2023,9,3,0,0,11579,933421.7,472976.03,672.5,1460734.67,881580.61,1023882.13,,1104465.0,996640.0,1,0,0
2023-09-05,2023,9,3,1,0,11758,951895.19,482883.56,672.5,933421.7,914540.44,1002685.32,,1109802.0,994947.0,1,0,0
2023-09-06,2023,9,3,2,0,11677,944427.2,479065.61,672.5,951895.19,879160.6,654138.62,,1119125.0,1004624.0,1,0,0
2023-09-07,2023,9,3,3,0,11769,921176.95,466939.52,672.5,944427.2,882417.57,665202.42,,1124662.0,1013156.0,1,0,0
2023-09-08,2023,9,3,4,0,15764,1263959.88,641847.02,672.5,921176.95,1231620.99,658518.25,,1129282.0,1033338.0,1,0,0
2023-09-09,2023,9,3,5,1,18197,1421420.84,720273.67,672.5,1263959.88,1429360.49,665642.34,,1128148.0,1058530.0,1,0,0
2023-09-10,2023,9,3,6,1,18603,1464908.6,741952.6,672.5,1421420.84,1460734.67,902134.91,,1128744.0,1077289.0,1,0,0
2023-09-11,2023,9,3,0,0,9902,687873.22,347507.61,0.0,1464908.6,933421.7,994666.02,,1093666.0,1067063.0,0,0,0
2023-09-12,2023,9,3,1,0,10040,699466.5,354757.17,0.0,687873.22,951895.19,1035077.82,,1057605.0,1055876.0,0,0,0
2023-09-13,2023,9,3,2,0,9894,693434.19,350960.99,0.0,699466.5,944427.2,652145.19,,1021749.0,1057252.0,0,0,0
2023-09-14,2023,9,3,3,0,9760,682879.92,345896.15,0.0,693434.19,921176.95,880276.23,,987706.0,1050672.0,0,0,0
2023-09-15,2023,9,3,4,0,12970,914042.36,462128.34,0.0,682879.92,1263959.88,862406.17,,937718.0,1052394.0,0,0,0
2023-09-16,2023,9,3,5,1,15645,1074934.95,543161.41,0.0,914042.36,1421420.84,878502.2,,888220.0,1058941.0,0,0,0
2023-09-17,2023,9,3,6,1,15806,1066038.09,539448.9,0.0,1074934.95,1464908.6,1190174.64,,831238.0,1054803.0,0,0,0
2023-09-18,2023,9,3,0,0,10126,694234.49,351318.02,0.0,1066038.09,687873.22,1348905.04,,832147.0,1032981.0,0,0,0
2023-09-19,2023,9,3,1,0,9893,687131.53,348130.67,0.0,694234.49,699466.5,1395747.26,,830385.0,1009361.0,0,0,0
2023-09-20,2023,9,3,2,0,9955,690710.65,349729.84,0.0,687131.53,693434.19,904645.87,,829996.0,1002229.0,0,0,0
2023-09-21,2023,9,3,3,0,9796,697639.2,353973.97,0.0,690710.65,682879.92,894212.92,,832104.0,995677.0,0,0,0
2023-09-22,2023,9,3,4,0,13504,925509.2,468759.48,0.0,697639.2,914042.36,907580.79,,833743.0,996275.0,0,0,0
2023-09-23,2023,9,3,5,1,15530,1089259.88,550946.58,0.0,925509.2,1074934.95,875542.94,,835789.0,1003398.0,0,0,0
2023-09-24,2023,9,3,6,1,15321,1049474.61,530884.14,0.0,1089259.88,1066038.09,1184862.49,,833423.0,998885.0,0,0,0
2023-09-25,2023,9,3,0,0,10072,687412.42,347902.27,0.0,1049474.61,694234.49,1381271.27,,832448.0,975757.0,0,0,0
2023-09-26,2023,9,3,1,0,10149,696617.7,352851.82,0.0,687412.42,687131.53,1352038.41,,833803.0,953909.0,0,0,0
2023-09-27,2023,9,3,2,0,10033,687272.78,347721.16,0.0,696617.7,690710.65,881580.61,,833312.0,947433.0,0,0,0
2023-09-28,2023,9,3,3,0,10262,694334.66,350976.49,0.0,687272.78,697639.2,914540.44,,832840.0,940092.0,0,0,0
2023-09-29,2023,9,3,4,0,13053,917105.69,464421.4,0.0,694334.66,925509.2,879160.6,,831640.0,941357.0,0,0,0
2023-09-30,2023,9,3,5,1,15415,1071917.15,542603.48,0.0,917105.69,1089259.88,882417.57,,829162.0,947674.0,0,0,0
2023-10-01,2023,10,4,6,1,16390,1146266.8,578134.06,0.0,1071917.15,1049474.61,1231620.99,,842990.0,944829.0,0,0,0
2023-10-02,2023,10,4,0,0,11110,756689.57,381118.99,0.0,1146266.8,687412.42,1429360.49,,852886.0,922406.0,0,0,0
2023-10-03,2023,10,4,1,0,10619,735336.67,370703.9,0.0,756689.57,696617.7,1460734.67,,858418.0,898226.0,0,0,0
2023-10-04,2023,10,4,2,0,10869,758512.44,381559.8,0.0,735336.67,687272.78,933421.7,,868595.0,892396.0,0,0,0
2023-10-05,2023,10,4,3,0,10858,745679.97,376207.92,0.0,758512.44,694334.66,951895.19,,875930.0,885522.0,0,0,0
2023-10-06,2023,10,4,4,0,14405,996241.71,502148.92,0.0,745679.97,917105.69,944427.2,,887235.0,887249.0,0,0,0
2023-10-07,2023,10,4,5,1,16282,1128976.26,569183.87,0.0,996241.71,1071917.15,921176.95,,895386.0,894176.0,0,0,0
2023-10-08,2023,10,4,6,1,16424,1168184.49,588687.45,0.0,1128976.26,1146266.8,1263959.88,,898517.0,890984.0,0,0,0
2023-10-09,2023,10,4,0,0,10538,741815.08,374069.37,0.0,1168184.49,756689.57,1421420.84,,896392.0,868330.0,0,0,0
2023-10-10,2023,10,4,1,0,10661,732837.19,369066.81,0.0,741815.08,735336.67,1464908.6,,896035.0,843928.0,0,0,0
2023-10-11,2023,10,4,2,0,10796,728482.01,366677.1,0.0,732837.19,758512.44,687873.22,,891745.0,845281.0,0,0,0
2023-10-12,2023,10,4,3,0,10487,726558.63,366037.8,0.0,728482.01,745679.97,699466.5,,889014.0,846184.0,0,0,0
2023-10-13,2023,10,4,4,0,14337,991941.88,499367.59,0.0,726558.63,996241.71,693434.19,,888399.0,856135.0,0,0,0
2023-10-14,2023,10,4,5,1,16560,1136126.22,572605.83,0.0,991941.88,1128976.26,682879.92,,889421.0,871243.0,0,0,0
2023-10-15,2023,10,4,6,1,17200,1174157.59,591951.04,0.0,1136126.22,1168184.49,914042.36,,890274.0,879913.0,0,0,0
2023-10-16,2023,10,4,0,0,10712,745990.51,376194.66,0.0,1174157.59,741815.08,1074934.95,,890871.0,868949.0,0,0,0
2023-10-17,2023,10,4,1,0,10731,752182.98,378916.31,0.0,745990.51,732837.19,1066038.09,,893634.0,858487.0,0,0,0
2023-10-18,2023,10,4,2,0,10907,744990.22,375451.64,0.0,752182.98,728482.01,694234.49,,895993.0,860179.0,0,0,0
2023-10-19,2023,10,4,3,0,10725,744443.34,374940.16,0.0,744990.22,726558.63,687131.53,,898548.0,862089.0,0,0,0
2023-10-20,2023,10,4,4,0,14488,1001505.54,505191.9,0.0,744443.34,991941.88,690710.65,,899914.0,872449.0,0,0,0
2023-10-21,2023,10,4,5,1,17067,1156268.23,583254.62,0.0,1001505.54,1136126.22,697639.2,,902791.0,887736.0,0,0,0
2023-10-22,2023,10,4,6,1,16989,1156807.56,583128.72,0.0,1156268.23,1174157.59,925509.2,,900313.0,895446.0,0,0,0
2023-10-23,2023,10,4,0,0,10837,738261.55,372506.12,0.0,1156807.56,745990.51,1089259.88,,899208.0,883746.0,0,0,0
2023-10-24,2023,10,4,1,0,10829,759185.69,382906.43,0.0,738261.55,752182.98,1049474.61,,900209.0,874070.0,0,0,0
2023-10-25,2023,10,4,2,0,10615,739187.41,372164.05,0.0,759185.69,744990.22,687412.42,,899380.0,875796.0,0,0,0
2023-10-26,2023,10,4,3,0,10680,736094.81,369880.4,0.0,739187.41,744443.34,696617.7,,898187.0,877112.0,0,0,0
2023-10-27,2023,10,4,4,0,14484,972838.23,490236.18,0.0,736094.81,1001505.54,687272.78,,894092.0,886631.0,0,0,0
2023-10-28,2023,10,4,5,1,16555,1155247.11,582612.22,0.0,972838.23,1156268.23,694334.66,,893946.0,901994.0,0,0,0
2023-10-29,2023,10,4,6,1,16844,1173599.23,590986.53,0.0,1155247.11,1156807.56,917105.69,,896345.0,910544.0,0,0,0
2023-10-30,2023,10,4,0,0,11109,761553.01,383555.35,0.0,1173599.23,738261.55,1071917.15,,899672.0,900199.0,0,0,0
2023-10-31,2023,10,4,1,0,10683,742987.23,374493.91,0.0,761553.01,759185.69,1146266.8,,897358.0,886756.0,0,0,0
2023-11-01,2023,11,4,2,0,12209,1013238.11,510441.85,0.0,742987.23,739187.41,756689.57,,936508.0,895308.0,0,1,0
2023-11-02,2023,11,4,3,0,12791,1044301.92,526915.68,0.0,1013238.11,736094.81,735336.67,,980538.0,905607.0,0,1,0
2023-11-03,2023,11,4,4,0,17196,1375407.7,692423.74,0.0,1044301.92,972838.23,758512.44,,1038048.0,926170.0,0,1,0
2023-11-04,2023,11,4,5,1,19674,1635576.9,826873.51,0.0,1375407.7,1155247.11,745679.97,,1106666.0,955833.0,0,1,0
2023-11-05,2023,11,4,6,1,19837,1601447.81,808996.86,0.0,1635576.9,1173599.23,996241.71,,1167788.0,976006.0,0,1,0
2023-11-06,2023,11,4,0,0,12701,1041217.74,525568.07,0.0,1601447.81,761553.01,1128976.26,,1207740.0,973081.0,0,1,0
2023-11-07,2023,11,4,1,0,12392,1016080.43,511457.95,0.0,1041217.74,742987.23,1168184.49,,1246753.0,968011.0,0,1,0
2023-11-08,2023,11,4,2,0,12764,1047190.91,528195.12,0.0,1016080.43,1013238.11,741815.08,,1251603.0,978190.0,0,1,0
2023-11-09,2023,11,4,3,0,12646,1072606.64,541259.12,0.0,1047190.91,1044301.92,732837.19,,1255647.0,989516.0,0,1,0
2023-11-10,2023,11,4,4,0,16897,1391603.5,702421.44,0.0,1072606.64,1375407.7,728482.01,,1257961.0,1011620.0,0,1,0
2023-11-11,2023,11,4,5,1,19513,1627350.04,822089.77,0.0,1391603.5,1635576.9,726558.63,,1256785.0,1041646.0,0,1,0
2023-11-12,2023,11,4,6,1,19461,1637281.7,827018.72,0.0,1627350.04,1601447.81,991941.88,,1261904.0,1063158.0,0,1,0
2023-11-13,2023,11,4,0,0,12602,1025206.97,517157.41,0.0,1637281.7,1041217.74,1136126.22,,1259617.0,1059460.0,0,1,0
2023-11-14,2023,11,4,1,0,12624,1036708.84,522157.18,0.0,1025206.97,1016080.43,1174157.59,,1262564.0,1054879.0,0,1,0
2023-11-15,2023,11,4,2,0,12441,1024731.34,517825.05,0.0,1036708.84,1047190.91,745990.51,,1259356.0,1064170.0,0,1,0
2023-11-16,2023,11,4,3,0,12847,1052325.68,531899.01,0.0,1024731.34,1072606.64,752182.98,,1256458.0,1074175.0,0,1,0
2023-11-17,2023,11,4,4,0,16713,1384911.7,698361.31,0.0,1052325.68,1391603.5,744990.22,,1255502.0,1095506.0,0,1,0
2023-11-18,2023,11,4,5,1,19857,1626392.57,823441.65,0.0,1384911.7,1627350.04,744443.34,,1255366.0,1124904.0,0,1,0
2023-11-19,2023,11,4,6,1,19861,1653910.61,835000.89,0.0,1626392.57,1637281.7,1001505.54,,1257741.0,1146651.0,0,1,0
2023-11-20,2023,11,4,0,0,12889,1046417.54,527961.05,0.0,1653910.61,1025206.97,1156268.23,,1260771.0,1142989.0,0,1,0
2023-11-21,2023,11,4,1,0,12684,1049396.64,529668.94,0.0,1046417.54,1036708.84,1156807.56,,1262584.0,1139409.0,0,1,0
2023-11-22,2023,11,4,2,0,12720,1056573.44,532843.16,0.0,1049396.64,1024731.34,738261.55,,1267133.0,1150019.0,0,1,0
2023-11-23,2023,11,4,3,0,12369,1032212.74,520965.34,0.0,1056573.44,1052325.68,759185.69,,1264259.0,1159120.0,0,1,0
2023-11-24,2023,11,4,4,0,33830,3845702.54,1943283.75,15554.0,1032212.74,1384911.7,739187.41,,1615801.0,1262670.0,1,1,0
2023-11-25,2023,11,4,5,1,39659,4457216.55,2252351.81,15554.0,3845702.54,1626392.57,736094.81,,2020204.0,1386708.0,1,1,0
2023-11-26,2023,11,4,6,1,38626,4326387.63,2183828.77,15554.0,4457216.55,1653910.61,972838.23,,2401987.0,1498493.0,1,1,0
2023-11-27,2023,11,4,0,0,29105,4636323.71,2362993.13,31110.0,4326387.63,1046417.54,1155247.11,,2914830.0,1614529.0,1,1,0
2023-11-28,2023,11,4,1,0,14121,1658327.0,844016.41,20000.0,4636323.71,1049396.64,1173599.23,,3001821.0,1630686.0,1,1,0
2023-11-29,2023,11,4,2,0,12669,1028244.01,518046.92,0.0,1658327.0,1056573.44,761553.01,,2997773.0,1639576.0,0,1,0
2023-11-30,2023,11,4,3,0,12434,1035637.27,522150.92,0.0,1028244.01,1032212.74,742987.23,,2998263.0,1649331.0,0,1,0
2023-12-01,2023,12,4,4,0,18412,1448445.58,727621.19,0.0,1035637.27,3845702.54,1013238.11,,2655797.0,1663838.0,0,1,1
2023-12-02,2023,12,4,5,1,21288,1706132.17,856763.9,0.0,1448445.58,4457216.55,1044301.92,,2262785.0,1685899.0,0,1,1
2023-12-03,2023,12,4,6,1,21113,1732637.41,870229.11,0.0,1706132.17,4326387.63,1375407.7,,1892250.0,1697807.0,0,1,1
2023-12-04,2023,12,4,0,0,13886,1097829.85,551838.07,0.0,1732637.41,4636323.71,1635576.9,,1386750.0,1679882.0,0,1,1
2023-12-05,2023,12,4,1,0,13634,1089527.36,548184.97,0.0,1097829.85,1658327.0,1601447.81,,1305493.0,1662818.0,0,1,1
2023-12-06,2023,12,4,2,0,13627,1081140.26,542782.95,0.0,1089527.36,1028244.01,1041217.74,,1313050.0,1664148.0,0,1,1
2023-12-07,2023,12,4,3,0,13876,1108644.97,557343.94,0.0,1081140.26,1035637.27,1016080.43,,1323480.0,1667234.0,0,1,1
2023-12-08,2023,12,4,4,0,18266,1477272.16,743599.4,0.0,1108644.97,1448445.58,1047190.91,,1327598.0,1681570.0,0,1,1
2023-12-09,2023,12,4,5,1,20873,1715565.62,863536.65,0.0,1477272.16,1706132.17,1072606.64,,1328945.0,1703002.0,0,1,1
2023-12-10,2023,12,4,6,1,36318,3600566.39,1807725.87,2400.0,1715565.62,1732637.41,1391603.5,,1595792.0,1776634.0,1,1,1
2023-12-11,2023,12,4,0,0,23964,2367261.81,1189070.26,2400.0,3600566.39,1097829.85,1627350.04,,1777140.0,1801298.0,1,1,1
2023-12-12,2023,12,4,1,0,22927,2267572.17,1137044.23,2400.0,2367261.81,1089527.36,1637281.7,,1945432.0,1822307.0,1,1,1
2023-12-13,2023,12,4,2,0,23668,2328896.72,1165583.07,2400.0,2267572.17,1081140.26,1025206.97,,2123683.0,1865764.0,1,1,1
2023-12-14,2023,12,4,3,0,23822,2311624.19,1157703.65,2400.0,2328896.72,1108644.97,1036708.84,,2295537.0,1908261.0,1,1,1
2023-12-15,2023,12,4,4,0,31114,3114212.08,1562031.58,2400.0,2311624.19,1477272.16,1024731.34,,2529386.0,1977910.0,1,1,1
2023-12-16,2023,12,4,5,1,36662,3684857.57,1848326.4,2400.0,3114212.08,1715565.62,1052325.68,,2810713.0,2065661.0,1,1,1
2023-12-17,2023,12,4,6,1,36873,3655387.72,1833972.97,2400.0,3684857.57,3600566.39,1384911.7,,2818545.0,2141344.0,1,1,1
2023-12-18,2023,12,4,0,0,23539,2310328.06,1158680.26,2400.0,3655387.72,2367261.81,1626392.57,,2810411.0,2164142.0,1,1,1
2023-12-19,2023,12,4,1,0,23141,2309554.77,1160565.6,2400.0,2310328.06,2267572.17,1653910.61,,2816409.0,2185997.0,1,1,1
2023-12-20,2023,12,4,2,0,23444,2343687.12,1173949.21,2400.0,2309554.77,2328896.72,1046417.54,,2818522.0,2229239.0,1,1,1
2023-12-21,2023,12,4,3,0,23548,2344651.41,1177088.64,2400.0,2343687.12,2311624.19,1049396.64,,2823240.0,2272414.0,1,1,1
2023-12-22,2023,12,4,4,0,30872,3097567.42,1556306.87,2400.0,2344651.41,3114212.08,1056573.44,,2820862.0,2340447.0,1,1,1
2023-12-23,2023,12,4,5,1,36988,3666959.78,1841305.8,2400.0,3097567.42,3684857.57,1032212.74,,2818305.0,2428272.0,1,1,1
2023-12-24,2023,12,4,6,1,36229,3663118.22,1835674.09,2400.0,3666959.78,3655387.72,3845702.54,,2819410.0,2422186.0,1,1,1
2023-12-25,2023,12,4,0,0,23781,2341923.16,1174774.78,2400.0,3663118.22,2310328.06,4457216.55,,2823923.0,2351676.0,1,1,1
2023-12-26,2023,12,4,1,0,13915,1113748.72,559681.43,0.0,2341923.16,2309554.77,4326387.63,,2653094.0,2244588.0,0,1,1
2023-12-27,2023,12,4,2,0,13419,1100909.34,553952.22,0.0,1113748.72,2343687.12,4636323.71,,2475554.0,2126741.0,0,1,1
2023-12-28,2023,12,4,3,0,13351,1087981.04,547446.92,0.0,1100909.34,2344651.41,1658327.0,,2296030.0,2107729.0,0,1,1
2023-12-29,2023,12,4,4,0,18088,1464228.38,737174.46,0.0,1087981.04,3097567.42,1028244.01,,2062696.0,2122262.0,0,1,1
2023-12-30,2023,12,4,5,1,21178,1722042.19,866294.43,0.0,1464228.38,3666959.78,1035637.27,,1784850.0,2145142.0,0,1,1
2023-12-31,2023,12,4,6,1,20977,1707128.69,858411.85,0.0,1722042.19,3663118.22,1448445.58,,1505423.0,2153765.0,0,1,1
2024-01-01,2024,1,1,0,0,11181,740475.8,373140.76,892.5,1707128.69,2341923.16,1706132.17,1133417.94,1276645.0,2121577.0,1,0,0
2024-01-02,2024,1,1,1,0,11040,744848.14,374755.85,892.5,740475.8,1113748.72,1732637.41,698894.69,1223945.0,2088650.0,1,0,0
2024-01-03,2024,1,1,2,0,11266,748970.33,378497.89,892.5,744848.14,1100909.34,1097829.85,713164.86,1173668.0,2077022.0,1,0,0
2024-01-04,2024,1,1,3,0,10940,733370.36,369672.68,892.5,748970.33,1087981.04,1089527.36,700771.7,1123009.0,2065150.0,1,0,0
2024-01-05,2024,1,1,4,0,14248,971750.01,490079.2,892.5,733370.36,1464228.38,1081140.26,720935.33,1052655.0,2061503.0,1,0,0
2024-01-06,2024,1,1,5,1,17189,1139869.6,575729.82,892.5,971750.01,1722042.19,1108644.97,941099.22,969488.0,2062544.0,1,0,0
2024-01-07,2024,1,1,6,1,17131,1162519.6,586136.99,892.5,1139869.6,1707128.69,1477272.16,1083316.15,891686.0,2052053.0,1,0,0
2024-01-08,2024,1,1,0,0,11024,750617.6,377869.22,892.5,1162519.6,740475.8,1715565.62,1100131.59,893135.0,2019888.0,1,0,0
2024-01-09,2024,1,1,1,0,10882,732942.85,368841.77,892.5,750617.6,744848.14,3600566.39,711756.15,891434.0,1924300.0,1,0,0
2024-01-10,2024,1,1,2,0,10919,729618.63,367694.49,892.5,732942.85,748970.33,2367261.81,703350.47,888670.0,1869712.0,1,0,0
2024-01-11,2024,1,1,3,0,11192,752238.17,379739.69,892.5,729618.63,733370.36,2267572.17,711812.89,891365.0,1819201.0,1,0,0
2024-01-12,2024,1,1,4,0,14831,995414.59,502203.95,892.5,752238.17,971750.01,2328896.72,703804.62,894746.0,1774752.0,1,0,0
2024-01-13,2024,1,1,5,1,17258,1159500.56,585843.56,892.5,995414.59,1139869.6,2311624.19,951520.2,897550.0,1736347.0,1,0,0
2024-01-14,2024,1,1,6,1,17052,1146677.09,578673.63,892.5,1159500.56,1162519.6,3114212.08,1102734.76,895287.0,1670763.0,1,0,0
2024-01-15,2024,1,1,0,0,10936,756562.45,381145.88,892.5,1146677.09,750617.6,3684857.57,1104377.4,896136.0,1573153.0,1,0,0
2024-01-16,2024,1,1,1,0,9766,626137.82,316619.95,0.0,756562.45,732942.85,3655387.72,629898.73,880878.0,1472178.0,0,0,0
2024-01-17,2024,1,1,2,0,9609,633914.69,320420.38,0.0,626137.82,729618.63,2310328.06,647896.38,867206.0,1416298.0,0,0,0
2024-01-18,2024,1,1,3,0,9646,622388.25,313494.25,0.0,633914.69,752238.17,2309554.77,644189.66,848656.0,1360059.0,0,0,0
2024-01-19,2024,1,1,4,0,13370,859027.6,434402.26,0.0,622388.25,995414.59,2343687.12,663343.75,829173.0,1310570.0,0,0,0
2024-01-20,2024,1,1,5,1,15448,1000474.51,506875.81,0.0,859027.6,1159500.56,2344651.41,867312.6,806455.0,1265764.0,0,0,0
2024-01-21,2024,1,1,6,1,15097,974651.46,492391.8,0.0,1000474.51,1146677.09,3097567.42,976054.32,781880.0,1195000.0,0,0,0
2024-01-22,2024,1,1,0,0,9517,624066.49,315101.26,0.0,974651.46,756562.45,3666959.78,1008928.76,762952.0,1093571.0,0,0,0
2024-01-23,2024,1,1,1,0,10015,643187.65,325333.05,0.0,624066.49,626137.82,3663118.22,645105.0,765387.0,992906.0,0,0,0
2024-01-24,2024,1,1,2,0,9606,635972.5,321949.71,0.0,643187.65,633914.69,2341923.16,654856.93,765681.0,936041.0,0,0,0
2024-01-25,2024,1,1,3,0,9740,642023.48,324307.69,0.0,635972.5,622388.25,1113748.72,647477.72,768486.0,920317.0,0,0,0
2024-01-26,2024,1,1,4,0,13268,841720.39,425329.97,0.0,642023.48,859027.6,1100909.34,646707.34,766014.0,911677.0,0,0,0
2024-01-27,2024,1,1,5,1,15703,999015.67,504848.0,0.0,841720.39,1000474.51,1087981.04,849624.92,765805.0,908712.0,0,0,0
2024-01-28,2024,1,1,6,1,15552,1013707.41,513180.0,0.0,999015.67,974651.46,1464228.38,1002923.42,771385.0,893694.0,0,0,0
2024-01-29,2024,1,1,0,0,9899,634597.73,320750.98,0.0,1013707.41,624066.49,1722042.19,1005928.14,772889.0,857446.0,0,0,0
2024-01-30,2024,1,1,1,0,9775,635042.58,320540.8,0.0,634597.73,643187.65,1707128.69,622316.66,771726.0,821710.0,0,0,0
2024-01-31,2024,1,1,2,0,9827,629401.11,318226.15,0.0,635042.58,635972.5,740475.8,638586.83,770787.0,818008.0,0,0,0
2024-02-01,2024,2,1,3,0,9859,638062.1,322673.58,0.0,629401.11,642023.48,744848.14,643255.67,770221.0,814448.0,0,0,0
