sale_date,total_revenue,ma_7day,ma_30day,deviation_from_30day_avg
2024-04-29,750614.86,880947.0,1204027.0,-453413.0
2024-04-30,706182.44,877024.0,1174421.0,-468238.0
2024-05-01,695204.41,874073.0,1163140.0,-467935.0
2024-05-02,693296.78,867249.0,1152668.0,-459372.0
2024-05-03,929271.9,861968.0,1150605.0,-221333.0
2024-05-04,1072508.76,854347.0,1151707.0,-79199.0
2024-05-05,1061444.0,844075.0,1141614.0,-80170.0
2024-05-06,689822.91,835390.0,1111874.0,-422051.0
2024-05-07,686864.43,832630.0,1081727.0,-394862.0
2024-05-08,693133.5,832335.0,1070380.0,-377246.0
2024-05-09,678292.74,830191.0,1059079.0,-380786.0
2024-05-10,926447.84,829788.0,1028694.0,-102246.0
2024-05-11,1057990.14,827714.0,1021318.0,36672.0
2024-05-12,1084098.83,830950.0,998381.0,85718.0
2024-05-13,687770.44,830657.0,953389.0,-265619.0
2024-05-14,679169.17,829558.0,906854.0,-227684.0
2024-05-15,690436.81,829172.0,884962.0,-194525.0
2024-05-16,699458.28,832196.0,864496.0,-165038.0
2024-05-17,952256.77,835883.0,851902.0,100355.0
2024-05-18,1060004.62,836171.0,862764.0,197240.0
2024-05-19,1062804.43,833129.0,865176.0,197628.0
2024-05-20,698718.73,834693.0,851739.0,-153021.0
2024-05-21,690929.84,836373.0,836838.0,-145908.0
2024-05-22,692263.25,836634.0,835167.0,-142903.0
2024-05-23,703238.2,837174.0,834153.0,-130915.0
2024-05-24,931775.08,834248.0,841350.0,90425.0
2024-05-25,1057527.15,833894.0,851899.0,205628.0
2024-05-26,1053827.89,832611.0,854819.0,199009.0
2024-05-27,688293.38,831122.0,840233.0,-151940.0
2024-05-28,692519.45,831349.0,825539.0,-133019.0
2024-05-29,683429.26,830087.0,823299.0,-139870.0
2024-05-30,690590.78,828280.0,822780.0,-132189.0
2024-05-31,933191.09,828483.0,830713.0,102479.0
2024-06-01,1064610.08,829495.0,843090.0,221520.0
2024-06-02,1062418.52,830722.0,847528.0,214891.0
2024-06-03,692791.01,831364.0,834871.0,-142080.0
2024-06-04,692264.73,831328.0,822565.0,-130300.0
2024-06-05,706053.15,834560.0,823106.0,-117053.0
2024-06-06,690597.16,834561.0,823230.0,-132633.0
2024-06-07,928972.01,833958.0,831091.0,97881.0
2024-06-08,1106280.45,839911.0,845358.0,260923.0
2024-06-09,1078752.27,842244.0,850434.0,228318.0
2024-06-10,691476.7,842057.0,838217.0,-146741.0
2024-06-11,701129.37,843323.0,825452.0,-124322.0
2024-06-12,697803.35,842144.0,825786.0,-127983.0
2024-06-13,699272.36,843384.0,826456.0,-127184.0
2024-06-14,923366.86,842583.0,834221.0,89146.0
2024-06-15,1334898.41,875243.0,855402.0,479497.0
2024-06-16,1353778.9,914532.0,868786.0,484993.0
2024-06-17,859114.06,938480.0,862090.0,-2976.0
2024-06-18,859181.34,961059.0,855302.0,3879.0
2024-06-19,855274.11,983555.0,860521.0,-5247.0
2024-06-20,874542.8,1008594.0,866641.0,7902.0
2024-06-21,1173691.5,1044354.0,882689.0,291003.0
2024-06-22,1344440.11,1045718.0,904062.0,440378.0
2024-06-23,1316350.78,1040371.0,916881.0,399469.0
2024-06-24,859854.44,1040476.0,910292.0,-50438.0
2024-06-25,871642.42,1042257.0,904219.0,-32577.0
2024-06-26,858794.71,1042760.0,909903.0,-51108.0
2024-06-27,872921.74,1042528.0,915916.0,-42994.0
2024-06-28,1151593.18,1039371.0,931522.0,220072.0
2024-06-29,1359318.57,1041497.0,953813.0,405506.0
2024-06-30,1344080.75,1045458.0,967509.0,376572.0
2024-07-01,809479.36,1038262.0,959005.0,-149525.0
2024-07-02,809917.61,1029444.0,950588.0,-140670.0
2024-07-03,820609.03,1023989.0,954848.0,-134239.0
2024-07-04,831545.83,1018078.0,959491.0,-127945.0
2024-07-05,1094209.22,1009880.0,972430.0,121780.0
2024-07-06,1242163.65,993144.0,990815.0,251348.0
2024-07-07,1228692.36,976660.0,1000806.0,227886.0
2024-07-08,813202.32,977191.0,991037.0,-177834.0
2024-07-09,805364.81,976541.0,981924.0,-176559.0
2024-07-10,801864.32,973863.0,985603.0,-183739.0
2024-07-11,810226.82,970818.0,989240.0,-179013.0
2024-07-12,1104375.82,972270.0,1002792.0,101584.0
2024-07-13,1282391.37,978017.0,1022230.0,260162.0
2024-07-14,1275064.14,984641.0,1033953.0,241111.0
2024-07-15,801509.99,982971.0,1016173.0,-214663.0
2024-07-16,652086.07,961074.0,992783.0,-340697.0
2024-07-17,660998.57,940950.0,986180.0,-325181.0
2024-07-18,668607.57,920719.0,979827.0,-311220.0
2024-07-19,866640.67,886757.0,980206.0,-113565.0
2024-07-20,1060637.81,855078.0,986409.0,74229.0
2024-07-21,1034343.06,820689.0,981764.0,52579.0
2024-07-22,661471.2,800684.0,958999.0,-297527.0
2024-07-23,658210.93,801559.0,937061.0,-278850.0
2024-07-24,659315.52,801318.0,930376.0,-271060.0
2024-07-25,655999.15,799517.0,923188.0,-267189.0
2024-07-26,867690.89,799667.0,923484.0,-55794.0
2024-07-27,1033937.61,795853.0,928852.0,105086.0
2024-07-28,1024090.44,794388.0,924602.0,99489.0
2024-07-29,669424.3,795524.0,901605.0,-232181.0
2024-07-30,654249.97,794958.0,878611.0,-224361.0
2024-07-31,662269.63,795380.0,873704.0,-211434.0
2024-08-01,660965.07,796090.0,868739.0,-207774.0
2024-08-02,886921.82,798837.0,870949.0,15973.0
2024-08-03,1001981.12,794272.0,876630.0,125351.0
2024-08-04,1023074.17,794127.0,874259.0,148815.0
2024-08-05,650737.06,791457.0,854545.0,-203808.0
2024-08-06,673642.9,794227.0,836043.0,-162400.0
2024-08-07,661125.41,794064.0,830974.0,-169849.0
2024-08-08,668492.72,795139.0,826412.0,-157919.0
2024-08-09,871670.18,792961.0,828738.0,42932.0
2024-08-10,1030453.08,797028.0,836079.0,194374.0
2024-08-11,1040665.28,799541.0,833956.0,206710.0
2024-08-12,652695.22,799821.0,812966.0,-160270.0
2024-08-13,668711.78,799116.0,792754.0,-124042.0
2024-08-14,653075.7,797966.0,787806.0,-134730.0
2024-08-15,936195.06,836209.0,797276.0,138919.0
2024-08-16,1257437.46,891319.0,817158.0,440280.0
2024-08-17,1481652.59,955776.0,844259.0,637393.0
2024-08-18,1450184.49,1014279.0,863711.0,586474.0
2024-08-19,921160.67,1052631.0,859061.0,62099.0
2024-08-20,921535.98,1088749.0,855301.0,66235.0
2024-08-21,928001.98,1128024.0,864186.0,63816.0
2024-08-22,942940.46,1128988.0,873677.0,69264.0
2024-08-23,1255672.45,1128736.0,893555.0,362117.0
2024-08-24,1422479.72,1120282.0,919105.0,503375.0
2024-08-25,1486638.39,1125490.0,939736.0,546902.0
2024-08-26,925493.37,1126109.0,936121.0,-10628.0
2024-08-27,942283.78,1129073.0,933394.0,8889.0
2024-08-28,942879.92,1131198.0,942510.0,370.0
2024-08-29,963854.93,1134186.0,952830.0,11025.0
2024-08-30,1201719.86,1126479.0,970811.0,230908.0
2024-08-31,1487558.91,1135776.0,998365.0,489194.0
2024-09-01,1538203.23,1143142.0,1020074.0,518129.0
2024-09-02,977547.46,1150578.0,1019259.0,-41712.0
2024-09-03,959176.89,1152992.0,1017130.0,-57953.0
2024-09-04,984993.89,1159008.0,1028271.0,-43278.0
2024-09-05,983665.06,1161838.0,1038606.0,-54940.0
2024-09-06,1287507.25,1174093.0,1059485.0,228022.0
2024-09-07,1515562.99,1178094.0,1087721.0,427842.0
2024-09-08,1523387.05,1175977.0,1109444.0,413943.0
2024-09-09,972261.17,1175222.0,1107505.0,-135244.0
2024-09-10,987154.92,1179219.0,1105721.0,-118566.0
2024-09-11,722764.96,1141758.0,1108057.0,-385292.0
2024-09-12,695572.46,1100602.0,1108952.0,-413380.0
2024-09-13,931429.59,1049733.0,1118231.0,-186801.0
2024-09-14,1087486.06,988579.0,1123274.0,-35788.0
2024-09-15,1085114.78,925969.0,1117530.0,-32415.0
2024-09-16,708270.58,888256.0,1091750.0,-383480.0
2024-09-17,672273.75,843273.0,1065820.0,-393546.0
2024-09-18,693609.65,839108.0,1058235.0,-364625.0
2024-09-19,689693.77,838268.0,1050507.0,-360813.0
2024-09-20,933599.32,838578.0,1050693.0,-117094.0
2024-09-21,1049965.8,833218.0,1054261.0,-4295.0
2024-09-22,1077739.55,832165.0,1048330.0,29410.0
2024-09-23,677161.05,827720.0,1023486.0,-346325.0
2024-09-24,705031.87,832400.0,997432.0,-292400.0
2024-09-25,679314.51,830358.0,989226.0,-309912.0
2024-09-26,678604.61,828774.0,980437.0,-301832.0
2024-09-27,929021.99,828120.0,979975.0,-50953.0
2024-09-28,1086094.24,833281.0,984050.0,102045.0
2024-09-29,1078847.83,833439.0,979954.0,98894.0
2024-09-30,679413.81,833761.0,953016.0,-273602.0
2024-10-01,744102.03,839343.0,926546.0,-182444.0
2024-10-02,726867.13,846136.0,918190.0,-191322.0
2024-10-03,748262.46,856087.0,911159.0,-162897.0
2024-10-04,995774.85,865623.0,911519.0,84256.0
2024-10-05,1161484.44,876393.0,917446.0,244039.0
2024-10-06,1164659.72,888652.0,913351.0,251309.0
2024-10-07,740246.96,897343.0,887507.0,-147260.0
2024-10-08,730906.27,895457.0,861091.0,-130185.0
2024-10-09,768485.02,901403.0,854298.0,-85813.0
2024-10-10,745522.38,901011.0,846244.0,-100722.0
2024-10-11,991253.58,900365.0,855194.0,136060.0
2024-10-12,1162840.07,900559.0,870769.0,292071.0
2024-10-13,1161378.7,900090.0,878434.0,282944.0
2024-10-14,748603.17,901284.0,867138.0,-118535.0
2024-10-15,748932.62,903859.0,855932.0,-106999.0
2024-10-16,750634.46,901309.0,857344.0,-106710.0
2024-10-17,739059.0,900386.0,859570.0,-120511.0
2024-10-18,994227.25,900811.0,869591.0,124636.0
2024-10-19,1169581.05,901774.0,885587.0,283994.0
2024-10-20,1157123.28,901166.0,893038.0,264085.0
2024-10-21,745988.55,900792.0,882905.0,-136917.0
2024-10-22,743431.36,900006.0,871762.0,-128330.0
2024-10-23,753145.78,900365.0,874295.0,-121149.0
2024-10-24,744699.41,901171.0,875617.0,-130917.0
2024-10-25,993680.72,901093.0,886096.0,107585.0
2024-10-26,1168873.22,900992.0,902438.0,266435.0
2024-10-27,1144101.75,899132.0,909607.0,234494.0
2024-10-28,752615.03,900078.0,898491.0,-145876.0
2024-10-29,734224.56,898763.0,887004.0,-152779.0
2024-10-30,752559.38,898679.0,889442.0,-136883.0
2024-10-31,743356.13,898487.0,889417.0,-146061.0
2024-11-01,1401578.55,956758.0,911908.0,489671.0
2024-11-02,1581992.35,1015775.0,939699.0,642294.0
2024-11-03,1641979.15,1086901.0,961239.0,680740.0
2024-11-04,1046651.72,1128906.0,957411.0,89241.0
2024-11-05,1029298.6,1171059.0,952899.0,76400.0
2024-11-06,1020857.46,1209388.0,962253.0,58605.0
2024-11-07,1023539.62,1249414.0,972007.0,51532.0
2024-11-08,1388249.55,1247510.0,992666.0,395584.0
2024-11-09,1608623.17,1251314.0,1021436.0,587187.0
2024-11-10,1647602.44,1252118.0,1043314.0,604288.0
2024-11-11,1030258.93,1249776.0,1038895.0,-8636.0
2024-11-12,1023853.49,1248998.0,1034311.0,-10457.0
2024-11-13,1064870.49,1255285.0,1044853.0,20018.0
2024-11-14,1034398.86,1256837.0,1054369.0,-19970.0
2024-11-15,1368977.23,1254084.0,1074980.0,293997.0
2024-11-16,1602070.65,1253147.0,1103747.0,498324.0
2024-11-17,1621757.52,1249455.0,1124665.0,497093.0
2024-11-18,1030358.21,1249469.0,1120024.0,-89666.0
2024-11-19,1034056.3,1250927.0,1115922.0,-81865.0
2024-11-20,1042310.89,1247704.0,1125799.0,-83488.0
2024-11-21,1072655.94,1253170.0,1136773.0,-64117.0
2024-11-22,1409424.99,1258948.0,1158649.0,250776.0
2024-11-23,1647229.91,1265399.0,1188734.0,458496.0
2024-11-24,1590426.1,1260923.0,1208625.0,381801.0
2024-11-25,1025628.12,1260247.0,1203850.0,-178222.0
2024-11-26,1066537.04,1264888.0,1201265.0,-134728.0
2024-11-27,1040263.2,1264595.0,1210853.0,-170590.0
2024-11-28,1021289.32,1257257.0,1220422.0,-199133.0
2024-11-29,3855798.6,1606739.0,1323863.0,2531935.0
2024-11-30,4587709.36,2026807.0,1452008.0,3135701.0
2024-12-01,4850672.68,2492557.0,1566978.0,3283695.0
2024-12-02,5227095.73,3092767.0,1688482.0,3538614.0
2024-12-03,1805821.65,3198379.0,1693943.0,111879.0
2024-12-04,1113979.84,3208910.0,1696187.0,-582207.0
2024-12-05,1109967.36,3221578.0,1698876.0,-588909.0
2024-12-06,1466200.09,2880207.0,1713721.0,-247521.0
2024-12-07,1714917.29,2469808.0,1736767.0,-21850.0
2024-12-08,1712174.97,2021451.0,1747564.0,-35389.0
2024-12-09,1089973.9,1430434.0,1730276.0,-640302.0
2024-12-10,2430066.5,1519611.0,1756358.0,673708.0
2024-12-11,2459589.28,1711841.0,1804003.0,655587.0
2024-12-12,2422472.4,1899342.0,1850623.0,571849.0
2024-12-13,3263375.51,2156081.0,1923907.0,1339469.0
2024-12-14,3761632.4,2448469.0,2014814.0,1746818.0
2024-12-15,3804203.77,2747331.0,2095989.0,1708215.0
2024-12-16,2453573.22,2942130.0,2124372.0,329201.0
2024-12-17,2472825.69,2948239.0,2152741.0,320085.0
2024-12-18,2452302.4,2947198.0,2200139.0,252163.0
2024-12-19,2456934.75,2952121.0,2247568.0,209366.0
2024-12-20,3254534.51,2950858.0,2321309.0,933225.0
2024-12-21,3679702.59,2939154.0,2408211.0,1271492.0
2024-12-22,3832606.03,2943211.0,2488983.0,1343623.0
2024-12-23,2352364.07,2928753.0,2512488.0,-160124.0
2024-12-24,2432995.02,2923063.0,2540574.0,-107579.0
2024-12-25,2496103.76,2929320.0,2589589.0,-93486.0
2024-12-26,1101962.83,2735753.0,2590770.0,-1488807.0
2024-12-27,1484637.35,2482910.0,2605583.0,-1120945.0
2024-12-28,1676606.24,2196754.0,2627427.0,-950820.0
2024-12-29,1708019.6,1893241.0,2555834.0,-847814.0
2024-12-30,1103237.8,1714795.0,2439685.0,-1336447.0
2024-12-31,1103736.36,1524901.0,2314787.0,-1211051.0
2025-01-01,760358.24,1276937.0,2165896.0,-1405538.0
2025-01-02,747184.03,1226254.0,2130608.0,-1383424.0
2025-01-03,987864.77,1155287.0,2126404.0,-1138539.0
2025-01-04,1130217.02,1077231.0,2127079.0,-996862.0
2025-01-05,1163004.58,999372.0,2116973.0,-953968.0
2025-01-06,736386.17,946964.0,2084355.0,-1347969.0
2025-01-07,743548.44,895509.0,2052067.0,-1308519.0
2025-01-08,737980.01,892312.0,2040334.0,-1302354.0
2025-01-09,732865.18,890267.0,1983761.0,-1250896.0
2025-01-10,1003087.6,892441.0,1935211.0,-932123.0
2025-01-11,1112401.38,889896.0,1891542.0,-779140.0
2025-01-12,1160134.65,889486.0,1821434.0,-661299.0
2025-01-13,753256.43,891896.0,1721154.0,-967898.0
2025-01-14,739880.45,891372.0,1619010.0,-879130.0
2025-01-15,753843.34,893638.0,1562353.0,-808509.0
2025-01-16,624638.82,878178.0,1500746.0,-876108.0
2025-01-17,845894.43,855721.0,1447200.0,-601305.0
2025-01-18,989482.06,838161.0,1398284.0,-408802.0
2025-01-19,993261.88,814322.0,1322909.0,-329647.0
2025-01-20,639314.81,798045.0,1221562.0,-582248.0
2025-01-21,641822.23,784037.0,1115203.0,-473381.0
2025-01-22,631855.52,766610.0,1057853.0,-425997.0
2025-01-23,626165.01,766828.0,997625.0,-371460.0
2025-01-24,865762.14,769666.0,943280.0,-77518.0
2025-01-25,993417.69,770228.0,939662.0,53756.0
2025-01-26,985337.89,769096.0,923019.0,62319.0
2025-01-27,634401.24,768395.0,888279.0,-253877.0
2025-01-28,648038.18,769283.0,852946.0,-204908.0
2025-01-29,630287.11,769058.0,837181.0,-206894.0
2025-01-30,643503.35,771535.0,821840.0,-178336.0
2025-01-31,860473.0,770780.0,825177.0,35296.0
2025-02-01,1000502.32,771792.0,833621.0,166881.0
2025-02-02,1016016.18,776174.0,834559.0,181457.0
2025-02-03,633192.46,776002.0,817992.0,-184799.0
2025-02-04,646243.84,775745.0,800766.0,-154523.0
2025-02-05,630506.92,775777.0,797237.0,-166730.0
2025-02-06,647389.58,776332.0,794032.0,-146642.0
2025-02-07,856685.24,775791.0,797989.0,58697.0
2025-02-08,995166.47,775029.0,806732.0,188434.0
2025-02-09,994502.8,771955.0,806446.0,188057.0
2025-02-10,633923.46,772060.0,790497.0,-156573.0
2025-02-11,648449.81,772375.0,773440.0,-124991.0
2025-02-12,630965.56,772440.0,769364.0,-138399.0
2025-02-13,635938.73,770805.0,765899.0,-129961.0
2025-02-14,856077.2,770718.0,769307.0,86770.0
2025-02-15,995377.0,770748.0,781665.0,213712.0
2025-02-16,1014732.48,773638.0,787293.0,227439.0
2025-02-17,623661.11,772172.0,775099.0,-151438.0
2025-02-18,622565.41,768474.0,762742.0,-140177.0
2025-02-19,639552.28,769701.0,762750.0,-123198.0
2025-02-20,636423.58,769770.0,762570.0,-126147.0
2025-02-21,859678.66,770284.0,770165.0,89514.0
2025-02-22,1004601.5,771602.0,782779.0,221822.0
2025-02-23,978166.22,766378.0,786526.0,191640.0
2025-02-24,633320.51,767758.0,774523.0,-141202.0
2025-02-25,650128.68,771696.0,763349.0,-113220.0
2025-02-26,646004.72,772618.0,763736.0,-117731.0
2025-02-27,653033.96,774991.0,763902.0,-110868.0
2025-02-28,1240965.92,829460.0,784258.0,456708.0
2025-03-01,1596372.52,913999.0,816021.0,780352.0
2025-03-02,1617846.24,1005382.0,841266.0,776580.0
2025-03-03,998486.87,1057548.0,841199.0,157288.0
2025-03-04,1021768.28,1110640.0,841391.0,180377.0
2025-03-05,1015469.63,1163420.0,854134.0,161336.0
2025-03-06,999895.68,1212972.0,865922.0,133974.0
2025-03-07,1377645.27,1232498.0,890827.0,486819.0
2025-03-08,1586406.23,1231074.0,922127.0,664279.0
2025-03-09,1568332.47,1224001.0,945849.0,622484.0
2025-03-10,1035110.72,1229233.0,947180.0,87931.0
2025-03-11,1027330.73,1230027.0,948274.0,79056.0
2025-03-12,1025621.68,1231478.0,961331.0,64291.0
2025-03-13,1001383.19,1231690.0,973095.0,28288.0
2025-03-14,1344796.66,1226997.0,996890.0,347907.0
2025-03-15,1581729.28,1226329.0,1028416.0,553313.0
2025-03-16,1602291.0,1231180.0,1053290.0,549001.0
2025-03-17,1017396.57,1228650.0,1054024.0,-36627.0
2025-03-18,1028696.89,1228845.0,1054489.0,-25793.0
2025-03-19,1023300.42,1228513.0,1067811.0,-44510.0
2025-03-20,1021535.37,1231392.0,1081110.0,-59574.0
2025-03-21,1383556.94,1236929.0,1105910.0,277647.0
2025-03-22,1606525.75,1240472.0,1138247.0,468279.0
2025-03-23,1544207.04,1232174.0,1161064.0,383143.0
2025-03-24,1019747.24,1232510.0,1161569.0,-141822.0
2025-03-25,997734.75,1228087.0,1162221.0,-164487.0
2025-03-26,1031352.72,1229237.0,1175489.0,-144136.0
2025-03-27,1005226.99,1226907.0,1187326.0,-182099.0
2025-03-28,1354265.88,1222723.0,1210934.0,143331.0
2025-03-29,1571560.93,1217728.0,1241552.0,330009.0
2025-03-30,2937727.01,1416802.0,1298111.0,1639616.0
2025-03-31,1389682.76,1469650.0,1291221.0,98462.0
2025-04-01,1400481.26,1527185.0,1283976.0,116506.0
2025-04-02,1395086.01,1579147.0,1297196.0,97890.0
2025-04-03,1401755.63,1635794.0,1309862.0,91894.0
2025-04-04,1845638.17,1705990.0,1337534.0,508104.0
2025-04-05,2183036.82,1793344.0,1376972.0,806065.0
2025-04-06,2144728.53,1680058.0,1402542.0,742187.0
2025-04-07,741035.99,1587395.0,1374363.0,-633327.0
2025-04-08,725737.9,1491003.0,1346276.0,-620538.0
2025-04-09,737437.25,1397053.0,1336354.0,-598916.0
2025-04-10,728366.65,1300854.0,1326388.0,-598021.0
2025-04-11,969522.47,1175695.0,1324518.0,-354996.0
2025-04-12,1143181.67,1027144.0,1329245.0,-186063.0
2025-04-13,1123898.57,881312.0,1321881.0,-197983.0
2025-04-14,725604.99,879107.0,1293344.0,-567739.0
2025-04-15,732328.88,880049.0,1264345.0,-532016.0
2025-04-16,721981.08,877841.0,1254498.0,-532517.0
2025-04-17,738540.19,879294.0,1244826.0,-506286.0
2025-04-18,986036.79,881653.0,1243584.0,-257547.0
2025-04-19,1144545.8,881848.0,1247684.0,-103139.0
2025-04-20,1122923.5,881709.0,1238997.0,-116073.0
2025-04-21,733806.88,882880.0,1209906.0,-476099.0
2025-04-22,727104.26,882134.0,1182669.0,-455565.0
2025-04-23,755278.2,886891.0,1173854.0,-418575.0
2025-04-24,731779.51,885925.0,1164988.0,-433209.0
2025-04-25,989864.93,886472.0,1163606.0,-173741.0
2025-04-26,1149925.91,887240.0,1168429.0,-18503.0
2025-04-27,1144214.67,890282.0,1161427.0,-17212.0
2025-04-28,719400.3,888224.0,1133022.0,-413621.0
2025-04-29,743808.56,890610.0,1059891.0,-316083.0
2025-04-30,728552.95,886792.0,1037853.0,-309301.0
2025-05-01,678414.41,879169.0,1013785.0,-335370.0
2025-05-02,903028.59,866764.0,997383.0,-94354.0
2025-05-03,1092674.77,858585.0,987080.0,105595.0
2025-05-04,1081669.23,849650.0,961614.0,120055.0
2025-05-05,701732.14,847126.0,912238.0,-210505.0
2025-05-06,703416.58,841356.0,864194.0,-160777.0
2025-05-07,701042.53,837425.0,862861.0,-161818.0
2025-05-08,692084.04,839378.0,861739.0,-169655.0
2025-05-09,942674.69,845042.0,868580.0,74095.0
2025-05-10,1092311.77,844990.0,880712.0,211600.0
2025-05-11,1085026.66,845470.0,884562.0,200465.0
2025-05-12,700068.77,845232.0,869791.0,-169723.0
2025-05-13,682612.84,842260.0,855082.0,-172469.0
2025-05-14,688712.17,840499.0,853852.0,-165140.0
2025-05-15,705765.99,842453.0,852967.0,-147201.0
2025-05-16,923600.05,839728.0,859687.0,63913.0
2025-05-17,1058332.8,834874.0,870347.0,187986.0
2025-05-18,1073460.12,833222.0,873261.0,200199.0
2025-05-19,700345.35,833261.0,858454.0,-158109.0
2025-05-20,692552.81,834681.0,844109.0,-151556.0
2025-05-21,687167.07,834461.0,842554.0,-155387.0
2025-05-22,686932.62,831770.0,841215.0,-154282.0
2025-05-23,926453.87,832178.0,846921.0,79533.0
2025-05-24,1078095.59,835001.0,858465.0,219631.0
2025-05-25,1072677.99,834889.0,861225.0,211453.0
2025-05-26,697096.16,834425.0,846131.0,-149035.0
2025-05-27,670524.32,831278.0,830341.0,-159817.0
2025-05-28,702194.32,833425.0,829768.0,-127573.0
2025-05-29,701929.37,835567.0,828372.0,-126442.0
2025-05-30,904089.77,832373.0,834223.0,69867.0
2025-05-31,1078889.42,832486.0,847572.0,231317.0
2025-06-01,1069238.66,831995.0,853112.0,216126.0
2025-06-02,701475.31,832620.0,840072.0,-138597.0
2025-06-03,696560.53,836340.0,827235.0,-130675.0
2025-06-04,677330.14,832788.0,826422.0,-149092.0
2025-06-05,701759.38,832763.0,826367.0,-124607.0
2025-06-06,939210.12,837781.0,834306.0,104904.0
2025-06-07,1078020.45,837656.0,847170.0,230850.0
2025-06-08,1072168.99,838075.0,851487.0,220682.0
2025-06-09,684903.56,835708.0,837907.0,-153003.0
2025-06-10,696714.71,835730.0,824963.0,-128248.0
2025-06-11,682364.6,836449.0,824373.0,-142008.0
2025-06-12,687684.89,834438.0,824542.0,-136857.0
2025-06-13,925158.15,832431.0,832423.0,92735.0
2025-06-14,1065653.58,830664.0,844419.0,221234.0
2025-06-15,1319266.3,865964.0,857608.0,461658.0
2025-06-16,859436.99,890897.0,850979.0,8458.0
2025-06-17,865149.24,914959.0,844035.0,21114.0
2025-06-18,854557.57,939558.0,849175.0,5382.0
2025-06-19,885179.28,967772.0,855596.0,29583.0
2025-06-20,1142812.74,998865.0,870784.0,272028.0
2025-06-21,1361679.85,1041155.0,893276.0,468404.0
2025-06-22,1309401.73,1039745.0,906041.0,403361.0
2025-06-23,854344.66,1039018.0,898582.0,-44238.0
2025-06-24,870761.44,1039820.0,891852.0,-21090.0
2025-06-25,852123.42,1039472.0,897019.0,-44896.0
2025-06-26,853666.72,1034970.0,903124.0,-49457.0
2025-06-27,1141944.73,1034846.0,917783.0,224162.0
2025-06-28,1339179.49,1031632.0,939024.0,400155.0
2025-06-29,1324383.81,1033772.0,953034.0,371350.0
2025-06-30,868945.97,1035858.0,946036.0,-77090.0
2025-07-01,811459.24,1027386.0,937443.0,-125984.0
2025-07-02,803297.47,1020411.0,940837.0,-137540.0
2025-07-03,818976.79,1015455.0,944918.0,-125941.0
2025-07-04,1084648.7,1007270.0,958495.0,126154.0
2025-07-05,1257475.26,995598.0,977019.0,280456.0
2025-07-06,1249157.23,984852.0,987351.0,261807.0
2025-07-07,798646.5,974809.0,978038.0,-179392.0
2025-07-08,821194.31,976199.0,969672.0,-148478.0
2025-07-09,810662.25,977252.0,973864.0,-163202.0
2025-07-10,806574.45,975480.0,977526.0,-170952.0
2025-07-11,1068801.27,973216.0,990407.0,78394.0
2025-07-12,1260675.07,973673.0,1009507.0,251168.0
2025-07-13,1259735.12,975184.0,1020660.0,239075.0
2025-07-14,802581.56,975746.0,1011891.0,-209309.0
2025-07-15,812308.86,974477.0,994992.0,-182683.0
2025-07-16,669976.38,954379.0,988677.0,-318700.0
2025-07-17,658127.45,933172.0,981776.0,-323649.0
2025-07-18,890377.43,907683.0,982970.0,-92593.0
2025-07-19,1018859.28,873138.0,987426.0,31433.0
2025-07-20,1016760.24,838427.0,983224.0,33536.0
2025-07-21,645502.37,815987.0,959352.0,-313849.0
2025-07-22,657947.46,793936.0,937636.0,-279689.0
2025-07-23,651478.72,791293.0,930874.0,-279396.0
2025-07-24,664775.29,792243.0,924008.0,-259233.0
2025-07-25,879302.67,790661.0,924914.0,-45611.0
2025-07-26,1036245.4,793145.0,931000.0,105245.0
2025-07-27,1047044.79,797471.0,927837.0,119208.0
2025-07-28,651342.65,798305.0,904909.0,-253566.0
2025-07-29,652809.92,797571.0,882523.0,-229713.0
2025-07-30,664457.06,799425.0,875707.0,-211250.0
2025-07-31,655256.38,798066.0,870500.0,-215244.0
2025-08-01,875422.23,797511.0,872904.0,2518.0
2025-08-02,1029056.72,796484.0,879907.0,149150.0
2025-08-03,1040746.87,795585.0,878443.0,162303.0
2025-08-04,652603.14,795765.0,858281.0,-205678.0
2025-08-05,657063.62,796372.0,838545.0,-181481.0
2025-08-06,655887.66,795148.0,833786.0,-177898.0
2025-08-07,662304.03,796155.0,828490.0,-166186.0
2025-08-08,889677.42,798191.0,831123.0,58554.0
2025-08-09,1018147.51,796633.0,838176.0,179972.0
2025-08-10,1036053.92,795962.0,837084.0,198970.0
2025-08-11,656107.09,796463.0,816932.0,-160825.0
2025-08-12,655674.66,796265.0,796797.0,-141122.0
2025-08-13,670401.37,798338.0,792391.0,-121989.0
2025-08-14,653698.3,797109.0,787104.0,-133405.0
2025-08-15,1247094.38,848168.0,806341.0,440754.0
2025-08-16,1460335.93,911338.0,833081.0,627255.0
2025-08-17,1448491.52,970258.0,851685.0,596807.0
2025-08-18,907532.8,1006176.0,847974.0,59559.0
2025-08-19,928185.3,1045106.0,845022.0,83164.0
2025-08-20,947882.94,1084746.0,855101.0,92782.0
2025-08-21,939974.72,1125643.0,864502.0,75473.0
2025-08-22,1252329.06,1126390.0,884530.0,367799.0
2025-08-23,1421338.21,1120819.0,909749.0,511589.0
2025-08-24,1443344.85,1120084.0,928550.0,514795.0
2025-08-25,930416.58,1123353.0,925023.0,5394.0
2025-08-26,924628.97,1122845.0,920942.0,3687.0
2025-08-27,942124.13,1122022.0,930635.0,11489.0
