sale_date,total_units_sold,total_revenue,total_cost,total_gross_profit,total_marketing_spend,active_skus,active_stores,day_of_week,month,year,quarter,is_weekend
2023-11-07,12392,1016080.43,504622.48,511457.95,0.0,100,5,1,11,2023,4,0
2023-11-08,12764,1047190.91,518995.79,528195.12,0.0,100,5,2,11,2023,4,0
2023-11-09,12646,1072606.64,531347.52,541259.12,0.0,100,5,3,11,2023,4,0
2023-11-10,16897,1391603.5,689182.06,702421.44,0.0,100,5,4,11,2023,4,0
2023-11-11,19513,1627350.04,805260.27,822089.77,0.0,100,5,5,11,2023,4,1
2023-11-12,19461,1637281.7,810262.98,827018.72,0.0,100,5,6,11,2023,4,1
2023-11-13,12602,1025206.97,508049.56,517157.41,0.0,100,5,0,11,2023,4,0
2023-11-14,12624,1036708.84,514551.66000000003,522157.18,0.0,100,5,1,11,2023,4,0
2023-11-15,12441,1024731.34,506906.29,517825.05,0.0,100,5,2,11,2023,4,0
2023-11-16,12847,1052325.68,520426.67,531899.01,0.0,100,5,3,11,2023,4,0
2023-11-17,16713,1384911.7,686550.39,698361.31,0.0,100,5,4,11,2023,4,0
2023-11-18,19857,1626392.57,802950.92,823441.65,0.0,100,5,5,11,2023,4,1
2023-11-19,19861,1653910.61,818909.72,835000.89,0.0,100,5,6,11,2023,4,1
2023-11-20,12889,1046417.54,518456.49,527961.05,0.0,100,5,0,11,2023,4,0
2023-11-21,12684,1049396.64,519727.7,529668.94,0.0,100,5,1,11,2023,4,0
2023-11-22,12720,1056573.44,523730.27999999997,532843.16,0.0,100,5,2,11,2023,4,0
2023-11-23,12369,1032212.74,511247.4,520965.34,0.0,100,5,3,11,2023,4,0
2023-11-24,33830,3845702.54,1902418.79,1943283.75,15554.0,100,5,4,11,2023,4,0
2023-11-25,39659,4457216.55,2204864.74,2252351.81,15554.0,100,5,5,11,2023,4,1
2023-11-26,38626,4326387.63,2142558.86,2183828.77,15554.0,100,5,6,11,2023,4,1
2023-11-27,29105,4636323.71,2273330.58,2362993.13,31110.0,100,5,0,11,2023,4,0
2023-11-28,14121,1658327.0,814310.59,844016.41,20000.0,100,5,1,11,2023,4,0
2023-11-29,12669,1028244.01,510197.09,518046.92,0.0,100,5,2,11,2023,4,0
2023-11-30,12434,1035637.27,513486.35,522150.92,0.0,100,5,3,11,2023,4,0
2023-12-01,18412,1448445.58,720824.39,727621.19,0.0,100,5,4,12,2023,4,0
2023-12-02,21288,1706132.17,849368.27,856763.9,0.0,100,5,5,12,2023,4,1
2023-12-03,21113,1732637.41,862408.3,870229.11,0.0,100,5,6,12,2023,4,1
2023-12-04,13886,1097829.85,545991.78,551838.07,0.0,100,5,0,12,2023,4,0
2023-12-05,13634,1089527.36,541342.39,548184.97,0.0,100,5,1,12,2023,4,0
2023-12-06,13627,1081140.26,538357.31,542782.95,0.0,100,5,2,12,2023,4,0
2023-12-07,13876,1108644.97,551301.03,557343.94,0.0,100,5,3,12,2023,4,0
2023-12-08,18266,1477272.16,733672.76,743599.4,0.0,100,5,4,12,2023,4,0
2023-12-09,20873,1715565.62,852028.97,863536.65,0.0,100,5,5,12,2023,4,1
2023-12-10,36318,3600566.39,1792840.52,1807725.8699999999,2400.0,100,5,6,12,2023,4,1
2023-12-11,23964,2367261.81,1178191.55,1189070.26,2400.0,100,5,0,12,2023,4,0
2023-12-12,22927,2267572.17,1130527.94,1137044.23,2400.0,100,5,1,12,2023,4,0
2023-12-13,23668,2328896.72,1163313.65,1165583.07,2400.0,100,5,2,12,2023,4,0
2023-12-14,23822,2311624.19,1153920.54,1157703.65,2400.0,100,5,3,12,2023,4,0
2023-12-15,31114,3114212.08,1552180.5,1562031.58,2400.0,100,5,4,12,2023,4,0
2023-12-16,36662,3684857.57,1836531.17,1848326.4,2400.0,100,5,5,12,2023,4,1
2023-12-17,36873,3655387.72,1821414.75,1833972.97,2400.0,100,5,6,12,2023,4,1
2023-12-18,23539,2310328.06,1151647.8,1158680.26,2400.0,100,5,0,12,2023,4,0
2023-12-19,23141,2309554.77,1148989.17,1160565.6,2400.0,100,5,1,12,2023,4,0
2023-12-20,23444,2343687.12,1169737.91,1173949.21,2400.0,100,5,2,12,2023,4,0
2023-12-21,23548,2344651.41,1167562.77,1177088.64,2400.0,100,5,3,12,2023,4,0
2023-12-22,30872,3097567.42,1541260.55,1556306.87,2400.0,100,5,4,12,2023,4,0
2023-12-23,36988,3666959.78,1825653.98,1841305.8,2400.0,100,5,5,12,2023,4,1
2023-12-24,36229,3663118.22,1827444.13,1835674.09,2400.0,100,5,6,12,2023,4,1
2023-12-25,23781,2341923.16,1167148.38,1174774.78,2400.0,100,5,0,12,2023,4,0
2023-12-26,13915,1113748.72,554067.29,559681.43,0.0,100,5,1,12,2023,4,0
2023-12-27,13419,1100909.34,546957.12,553952.22,0.0,100,5,2,12,2023,4,0
2023-12-28,13351,1087981.04,540534.12,547446.92,0.0,100,5,3,12,2023,4,0
2023-12-29,18088,1464228.38,727053.92,737174.46,0.0,100,5,4,12,2023,4,0
2023-12-30,21178,1722042.19,855747.76,866294.43,0.0,100,5,5,12,2023,4,1
2023-12-31,20977,1707128.69,848716.84,858411.85,0.0,100,5,6,12,2023,4,1
2024-01-01,11181,740475.8,367335.04,373140.76,892.5,100,5,0,1,2024,1,0
2024-01-02,11040,744848.14,370092.29,374755.85,892.5,100,5,1,1,2024,1,0
2024-01-03,11266,748970.33,370472.44,378497.89,892.5,100,5,2,1,2024,1,0
2024-01-04,10940,733370.36,363697.68,369672.68,892.5,100,5,3,1,2024,1,0
2024-01-05,14248,971750.01,481670.81,490079.2,892.5,100,5,4,1,2024,1,0
2024-01-06,17189,1139869.6,564139.78,575729.82,892.5,100,5,5,1,2024,1,1
2024-01-07,17131,1162519.6,576382.61,586136.99,892.5,100,5,6,1,2024,1,1
2024-01-08,11024,750617.6,372748.38,377869.22000000003,892.5,100,5,0,1,2024,1,0
2024-01-09,10882,732942.85,364101.08,368841.77,892.5,100,5,1,1,2024,1,0
2024-01-10,10919,729618.63,361924.14,367694.49,892.5,100,5,2,1,2024,1,0
2024-01-11,11192,752238.17,372498.48,379739.69,892.5,100,5,3,1,2024,1,0
2024-01-12,14831,995414.59,493210.64,502203.95,892.5,100,5,4,1,2024,1,0
2024-01-13,17258,1159500.56,573657.0,585843.56,892.5,100,5,5,1,2024,1,1
2024-01-14,17052,1146677.09,568003.46,578673.63,892.5,100,5,6,1,2024,1,1
2024-01-15,10936,756562.45,375416.57,381145.88,892.5,100,5,0,1,2024,1,0
2024-01-16,9766,626137.82,309517.87,316619.95,0.0,100,5,1,1,2024,1,0
2024-01-17,9609,633914.6900000001,313494.31,320420.38,0.0,100,5,2,1,2024,1,0
2024-01-18,9646,622388.25,308894.0,313494.25,0.0,100,5,3,1,2024,1,0
2024-01-19,13370,859027.6,424625.34,434402.26,0.0,100,5,4,1,2024,1,0
2024-01-20,15448,1000474.51,493598.7,506875.81,0.0,100,5,5,1,2024,1,1
2024-01-21,15097,974651.46,482259.66,492391.8,0.0,100,5,6,1,2024,1,1
2024-01-22,9517,624066.49,308965.23,315101.26,0.0,100,5,0,1,2024,1,0
2024-01-23,10015,643187.65,317854.6,325333.05,0.0,100,5,1,1,2024,1,0
2024-01-24,9606,635972.5,314022.79,321949.71,0.0,100,5,2,1,2024,1,0
2024-01-25,9740,642023.48,317715.79,324307.69,0.0,100,5,3,1,2024,1,0
2024-01-26,13268,841720.39,416390.42,425329.97,0.0,100,5,4,1,2024,1,0
2024-01-27,15703,999015.67,494167.67,504848.0,0.0,100,5,5,1,2024,1,1
2024-01-28,15552,1013707.41,500527.41,513180.0,0.0,100,5,6,1,2024,1,1
2024-01-29,9899,634597.73,313846.75,320750.98,0.0,100,5,0,1,2024,1,0
2024-01-30,9775,635042.58,314501.78,320540.8,0.0,100,5,1,1,2024,1,0
2024-01-31,9827,629401.11,311174.96,318226.15,0.0,100,5,2,1,2024,1,0
2024-02-01,9859,638062.1,315388.52,322673.58,0.0,100,5,3,2,2024,1,0
2024-02-02,13316,846934.09,419446.71,427487.38,0.0,100,5,4,2,2024,1,0
2024-02-03,15401,990288.13,488806.9,501481.23,0.0,100,5,5,2,2024,1,1
2024-02-04,15544,1009972.45,499969.52999999997,510002.92,0.0,100,5,6,2,2024,1,1
2024-02-05,9672,633768.26,313077.1,320691.16,0.0,100,5,0,2,2024,1,0
2024-02-06,9657,631592.19,312378.35,319213.84,0.0,100,5,1,2,2024,1,0
2024-02-07,9833,633894.84,312786.13,321108.71,0.0,100,5,2,2,2024,1,0
2024-02-08,9839,636497.81,314074.96,322422.85,0.0,100,5,3,2,2024,1,0
2024-02-09,13278,843826.59,417009.39,426817.2,0.0,100,5,4,2,2024,1,0
2024-02-10,15166,982803.17,486062.71,496740.46,0.0,100,5,5,2,2024,1,1
2024-02-11,15285,991178.29,489418.74,501759.55,0.0,100,5,6,2,2024,1,1
2024-02-12,9631,625464.41,309635.55,315828.86,0.0,100,5,0,2,2024,1,0
2024-02-13,9903,636288.23,314034.03,322254.2,0.0,100,5,1,2,2024,1,0
2024-02-14,10052,636191.11,314767.38,321423.73,0.0,100,5,2,2,2024,1,0
2024-02-15,9957,638912.1,315864.21,323047.89,0.0,100,5,3,2,2024,1,0
2024-02-16,12955,840245.18,415659.71,424585.47,0.0,100,5,4,2,2024,1,0
2024-02-17,15382,998217.19,493494.07,504723.12,0.0,100,5,5,2,2024,1,1
2024-02-18,15498,999273.72,493667.74,505605.98,0.0,100,5,6,2,2024,1,1
2024-02-19,9598,638332.32,316472.23,321860.09,0.0,100,5,0,2,2024,1,0
2024-02-20,9779,641729.22,317083.98,324645.24,0.0,100,5,1,2,2024,1,0
2024-02-21,10000,643747.45,318187.36,325560.09,0.0,100,5,2,2,2024,1,0
2024-02-22,9807,632938.1,312865.48,320072.62,0.0,100,5,3,2,2024,1,0
2024-02-23,13108,848620.27,420515.91,428104.36,0.0,100,5,4,2,2024,1,0
2024-02-24,15263,989105.96,489671.81,499434.15,0.0,100,5,5,2,2024,1,1
2024-02-25,15567,983835.75,486041.18,497794.57,0.0,100,5,6,2,2024,1,1
2024-02-26,9867,637873.18,315531.6,322341.58,0.0,100,5,0,2,2024,1,0
2024-02-27,9772,644502.84,318571.45,325931.39,0.0,100,5,1,2,2024,1,0
2024-02-28,9715,633250.81,313096.2,320154.61,0.0,100,5,2,2,2024,1,0
2024-02-29,9908,636298.51,313848.91,322449.6,0.0,100,5,3,2,2024,1,0
2024-03-01,14282,958984.03,474799.47,484184.56,0.0,100,5,4,3,2024,1,0
2024-03-02,16577,1150047.14,569541.5,580505.64,0.0,100,5,5,3,2024,1,1
2024-03-03,16812,1160516.55,574986.49,585530.06,0.0,100,5,6,3,2024,1,1
2024-03-04,10755,743505.9,368350.54,375155.36,0.0,100,5,0,3,2024,1,0
2024-03-05,10263,720210.19,356622.67,363587.52,0.0,100,5,1,3,2024,1,0
2024-03-06,10716,728258.8099999999,360410.35,367848.46,0.0,100,5,2,3,2024,1,0
2024-03-07,10349,723462.71,359166.63,364296.08,0.0,100,5,3,3,2024,1,0
2024-03-08,14245,969867.76,481167.84,488699.92,0.0,100,5,4,3,2024,1,0
2024-03-09,16767,1158108.44,574182.35,583926.09,0.0,100,5,5,3,2024,1,1
2024-03-10,16330,1151410.2,570586.78,580823.42,0.0,100,5,6,3,2024,1,1
2024-03-11,17023,1026444.62,508583.72,517860.9,738.5,100,5,0,3,2024,1,0
2024-03-12,17117,1021139.29,506714.44,514424.85,738.5,100,5,1,3,2024,1,0
2024-03-13,17063,1031107.72,511435.48,519672.24,738.5,100,5,2,3,2024,1,0
2024-03-14,16996,1018291.76,505647.22000000003,512644.54,738.5,100,5,3,3,2024,1,0
2024-03-15,23124,1361278.32,676743.44,684534.88,738.5,100,5,4,3,2024,1,0
2024-03-16,26524,1582561.21,784745.09,797816.12,738.5,100,5,5,3,2024,1,1
2024-03-17,27006,1597813.25,792194.54,805618.71,738.5,100,5,6,3,2024,1,1
2024-03-18,17016,1034509.4400000001,513050.91,521458.53,738.5,100,5,0,3,2024,1,0
2024-03-19,17051,1018020.11,505187.06,512833.05,738.5,100,5,1,3,2024,1,0
2024-03-20,17219,1039334.98,515670.49,523664.49,738.5,100,5,2,3,2024,1,0
2024-03-21,17132,1024531.43,507509.52,517021.91,738.5,100,5,3,3,2024,1,0
2024-03-22,22146,1334391.33,662907.34,671483.99,738.5,100,5,4,3,2024,1,0
2024-03-23,27051,1617106.85,803103.24,814003.61,738.5,100,5,5,3,2024,1,1
2024-03-24,26340,1563570.47,776556.41,787014.0599999999,738.5,100,5,6,3,2024,1,1
2024-03-25,16757,997643.55,494954.69,502688.86,738.5,100,5,0,3,2024,1,0
2024-03-26,17539,1054783.56,523492.26,531291.3,738.5,100,5,1,3,2024,1,0
2024-03-27,17174,1012366.0,502210.35,510155.65,738.5,100,5,2,3,2024,1,0
2024-03-28,16935,1019450.14,505992.68,513457.46,738.5,100,5,3,3,2024,1,0
2024-03-29,22904,1365897.94,678352.36,687545.58,738.5,100,5,4,3,2024,1,0
2024-03-30,26241,1571032.83,779060.94,791971.89,738.5,100,5,5,3,2024,1,1
2024-03-31,26179,1594383.23,790718.13,803665.1,738.5,100,5,6,3,2024,1,1
2024-04-01,17096,1033631.35,513079.01,520552.34,738.5,100,5,0,4,2024,2,0
2024-04-02,17094,1007437.88,500537.11,506900.77,738.5,100,5,1,4,2024,2,0
2024-04-03,16739,991163.93,492602.01,498561.92,738.5,100,5,2,4,2024,2,0
2024-04-04,16877,1039444.44,515705.22,523739.22,738.5,100,5,3,4,2024,2,0
2024-04-05,22486,1364252.33,677542.0599999999,686710.27,738.5,100,5,4,4,2024,2,0
2024-04-06,26620,1582028.53,785438.09,796590.44,738.5,100,5,5,4,2024,2,1
2024-04-07,26392,1591278.46,791109.2,800169.26,738.5,100,5,6,4,2024,2,1
2024-04-08,17530,1033534.56,512981.57,520552.99,738.5,100,5,0,4,2024,2,0
2024-04-09,16860,1017315.33,504321.0,512994.33,738.5,100,5,1,4,2024,2,0
2024-04-10,33035,1837996.04,908245.27,929750.77,4544.0,100,5,2,4,2024,2,0
2024-04-11,20172,1279278.19,631557.08,647721.11,4333.0,100,5,3,4,2024,2,0
2024-04-12,27226,1772205.75,872312.08,899893.67,4333.0,100,5,4,4,2024,2,0
2024-04-13,31148,2037529.91,1004553.26,1032976.65,4333.0,100,5,5,4,2024,2,1
2024-04-14,31341,2075234.44,1023881.96,1051352.48,4333.0,100,5,6,4,2024,2,1
2024-04-15,20596,1347177.77,662606.36,684571.41,4333.0,100,5,0,4,2024,2,0
2024-04-16,20667,1313428.6199999999,646476.13,666952.49,4333.0,100,5,1,4,2024,2,0
2024-04-17,20571,1330105.2,658178.17,671927.03,4333.0,100,5,2,4,2024,2,0
2024-04-18,10492,734119.85,363854.28,370265.57,0.0,100,5,3,4,2024,2,0
2024-04-19,14300,990448.87,490412.71,500036.16,0.0,100,5,4,4,2024,2,0
2024-04-20,16406,1101820.07,546273.72,555546.35,0.0,100,5,5,4,2024,2,1
2024-04-21,16413,1137983.58,563756.95,574226.63,0.0,100,5,6,4,2024,2,1
2024-04-22,10650,742395.86,367588.59,374807.27,0.0,100,5,0,4,2024,2,0
2024-04-23,10390,733639.79,364211.82,369427.97,0.0,100,5,1,4,2024,2,0
2024-04-24,10388,715865.25,354771.69,361093.56,0.0,100,5,2,4,2024,2,0
2024-04-25,10687,741061.22,367158.26,373902.96,0.0,100,5,3,4,2024,2,0
2024-04-26,14078,966237.42,479234.14,487003.28,0.0,100,5,4,4,2024,2,0
2024-04-27,16127,1125856.86,556863.29,568993.57,0.0,100,5,5,4,2024,2,1
2024-04-28,16284,1133351.57,562906.45,570445.12,0.0,100,5,6,4,2024,2,1
2024-04-29,10644,750614.86,372179.05,378435.81,0.0,100,5,0,4,2024,2,0
2024-04-30,10436,706182.4400000001,350149.04,356033.4,0.0,100,5,1,4,2024,2,0
2024-05-01,9890,695204.41,342800.18,352404.23,0.0,100,5,2,5,2024,2,0
2024-05-02,9928,693296.78,343126.68,350170.1,0.0,100,5,3,5,2024,2,0
2024-05-03,13230,929271.9,458863.3,470408.6,0.0,100,5,4,5,2024,2,0
2024-05-04,15719,1072508.76,529694.82,542813.94,0.0,100,5,5,5,2024,2,1
2024-05-05,15130,1061444.0,523950.2,537493.8,0.0,100,5,6,5,2024,2,1
2024-05-06,9896,689822.91,340593.92,349228.99,0.0,100,5,0,5,2024,2,0
2024-05-07,9962,686864.43,339310.06,347554.37,0.0,100,5,1,5,2024,2,0
2024-05-08,10166,693133.5,342835.21,350298.29,0.0,100,5,2,5,2024,2,0
2024-05-09,10106,678292.74,335481.78,342810.96,0.0,100,5,3,5,2024,2,0
2024-05-10,13186,926447.84,456172.3,470275.54,0.0,100,5,4,5,2024,2,0
2024-05-11,15613,1057990.14,522898.85,535091.29,0.0,100,5,5,5,2024,2,1
2024-05-12,15366,1084098.83,535570.13,548528.7,0.0,100,5,6,5,2024,2,1
2024-05-13,9976,687770.44,339691.34,348079.1,0.0,100,5,0,5,2024,2,0
2024-05-14,9736,679169.17,334691.64,344477.52999999997,0.0,100,5,1,5,2024,2,0
2024-05-15,9951,690436.81,341408.47,349028.34,0.0,100,5,2,5,2024,2,0
2024-05-16,9948,699458.28,344638.83,354819.45,0.0,100,5,3,5,2024,2,0
2024-05-17,13398,952256.77,469449.82,482806.95,0.0,100,5,4,5,2024,2,0
2024-05-18,15315,1060004.62,522713.41,537291.21,0.0,100,5,5,5,2024,2,1
2024-05-19,15679,1062804.43,525053.14,537751.29,0.0,100,5,6,5,2024,2,1
2024-05-20,10246,698718.73,344935.54,353783.19,0.0,100,5,0,5,2024,2,0
2024-05-21,10109,690929.84,340894.34,350035.5,0.0,100,5,1,5,2024,2,0
2024-05-22,9994,692263.25,341856.11,350407.14,0.0,100,5,2,5,2024,2,0
2024-05-23,10157,703238.2,346653.09,356585.11,0.0,100,5,3,5,2024,2,0
2024-05-24,13520,931775.08,460239.35,471535.73,0.0,100,5,4,5,2024,2,0
2024-05-25,15219,1057527.15,523256.81,534270.34,0.0,100,5,5,5,2024,2,1
2024-05-26,15039,1053827.89,520521.05,533306.84,0.0,100,5,6,5,2024,2,1
2024-05-27,10099,688293.38,339779.53,348513.85,0.0,100,5,0,5,2024,2,0
2024-05-28,9893,692519.45,342184.19,350335.26,0.0,100,5,1,5,2024,2,0
2024-05-29,9595,683429.26,337626.21,345803.05,0.0,100,5,2,5,2024,2,0
2024-05-30,10213,690590.78,341959.19,348631.59,0.0,100,5,3,5,2024,2,0
2024-05-31,13215,933191.09,460945.6,472245.49,0.0,100,5,4,5,2024,2,0
2024-06-01,15648,1064610.08,527529.3,537080.78,0.0,100,5,5,6,2024,2,1
2024-06-02,15305,1062418.52,525966.25,536452.27,0.0,100,5,6,6,2024,2,1
2024-06-03,9808,692791.01,342560.66,350230.35,0.0,100,5,0,6,2024,2,0
2024-06-04,9897,692264.73,341496.21,350768.52,0.0,100,5,1,6,2024,2,0
2024-06-05,10052,706053.15,348127.02,357926.13,0.0,100,5,2,6,2024,2,0
2024-06-06,9915,690597.16,340580.56,350016.6,0.0,100,5,3,6,2024,2,0
2024-06-07,12956,928972.01,458685.2,470286.81,0.0,100,5,4,6,2024,2,0
2024-06-08,15639,1106280.45,545252.72,561027.73,0.0,100,5,5,6,2024,2,1
2024-06-09,15364,1078752.27,532781.44,545970.83,0.0,100,5,6,6,2024,2,1
2024-06-10,9828,691476.7,342048.1,349428.6,0.0,100,5,0,6,2024,2,0
2024-06-11,10211,701129.37,345540.41,355588.96,0.0,100,5,1,6,2024,2,0
2024-06-12,9991,697803.35,345166.22,352637.13,0.0,100,5,2,6,2024,2,0
2024-06-13,10196,699272.36,345570.25,353702.11,0.0,100,5,3,6,2024,2,0
2024-06-14,13616,923366.86,455192.6,468174.26,0.0,100,5,4,6,2024,2,0
2024-06-15,18067,1334898.41,660348.07,674550.34,625.0,100,5,5,6,2024,2,1
2024-06-16,18684,1353778.9,670533.06,683245.84,625.0,100,5,6,6,2024,2,1
2024-06-17,12149,859114.06,426458.33,432655.73,625.0,100,5,0,6,2024,2,0
2024-06-18,11809,859181.34,425456.16,433725.18,625.0,100,5,1,6,2024,2,0
2024-06-19,11802,855274.11,423787.61,431486.5,625.0,100,5,2,6,2024,2,0
2024-06-20,11948,874542.8,432855.26,441687.54,625.0,100,5,3,6,2024,2,0
2024-06-21,15842,1173691.5,582371.86,591319.64,625.0,100,5,4,6,2024,2,0
2024-06-22,18379,1344440.11,666556.8099999999,677883.3,625.0,100,5,5,6,2024,2,1
2024-06-23,18454,1316350.78,652507.56,663843.22,625.0,100,5,6,6,2024,2,1
2024-06-24,11950,859854.44,427212.56,432641.88,625.0,100,5,0,6,2024,2,0
2024-06-25,11899,871642.42,432168.44,439473.98,625.0,100,5,1,6,2024,2,0
2024-06-26,11605,858794.71,424628.75,434165.96,625.0,100,5,2,6,2024,2,0
2024-06-27,11709,872921.74,432682.17,440239.57,625.0,100,5,3,6,2024,2,0
2024-06-28,15533,1151593.18,568969.34,582623.84,625.0,100,5,4,6,2024,2,0
2024-06-29,18858,1359318.57,674199.56,685119.01,625.0,100,5,5,6,2024,2,1
2024-06-30,18393,1344080.75,665809.22,678271.53,625.0,100,5,6,6,2024,2,1
2024-07-01,11314,809479.36,400902.98,408576.38,625.0,100,5,0,7,2024,3,0
2024-07-02,11243,809917.61,401180.13,408737.48,625.0,100,5,1,7,2024,3,0
2024-07-03,11367,820609.03,405598.13,415010.9,625.0,100,5,2,7,2024,3,0
2024-07-04,11576,831545.83,411457.62,420088.21,625.0,100,5,3,7,2024,3,0
2024-07-05,14911,1094209.22,542037.97,552171.25,625.0,100,5,4,7,2024,3,0
2024-07-06,17628,1242163.65,613491.5,628672.15,625.0,100,5,5,7,2024,3,1
2024-07-07,16968,1228692.36,608400.36,620292.0,625.0,100,5,6,7,2024,3,1
2024-07-08,11308,813202.32,402332.71,410869.61,625.0,100,5,0,7,2024,3,0
2024-07-09,11045,805364.81,398852.06,406512.75,625.0,100,5,1,7,2024,3,0
2024-07-10,11007,801864.32,396505.57,405358.75,625.0,100,5,2,7,2024,3,0
2024-07-11,11108,810226.82,400428.54,409798.27999999997,625.0,100,5,3,7,2024,3,0
2024-07-12,15535,1104375.82,546349.8,558026.02,625.0,100,5,4,7,2024,3,0
2024-07-13,18433,1282391.37,635362.18,647029.19,625.0,100,5,5,7,2024,3,1
2024-07-14,17762,1275064.14,631833.74,643230.4,625.0,100,5,6,7,2024,3,1
2024-07-15,11411,801509.99,396654.48,404855.51,625.0,100,5,0,7,2024,3,0
2024-07-16,9443,652086.07,321824.0,330262.07,0.0,100,5,1,7,2024,3,0
2024-07-17,9426,660998.57,326733.71,334264.86,0.0,100,5,2,7,2024,3,0
2024-07-18,9498,668607.57,329868.31,338739.26,0.0,100,5,3,7,2024,3,0
2024-07-19,12528,866640.67,428044.76,438595.91,0.0,100,5,4,7,2024,3,0
2024-07-20,14897,1060637.81,523045.13,537592.68,0.0,100,5,5,7,2024,3,1
2024-07-21,14768,1034343.0599999999,509063.29,525279.77,0.0,100,5,6,7,2024,3,1
2024-07-22,9635,661471.2,326254.78,335216.42,0.0,100,5,0,7,2024,3,0
2024-07-23,9593,658210.93,324882.78,333328.15,0.0,100,5,1,7,2024,3,0
2024-07-24,9618,659315.52,325209.64,334105.88,0.0,100,5,2,7,2024,3,0
2024-07-25,9695,655999.15,323439.05,332560.1,0.0,100,5,3,7,2024,3,0
2024-07-26,12607,867690.89,429196.84,438494.05,0.0,100,5,4,7,2024,3,0
2024-07-27,14991,1033937.61,511060.81,522876.8,0.0,100,5,5,7,2024,3,1
2024-07-28,14750,1024090.44,504429.75,519660.69,0.0,100,5,6,7,2024,3,1
2024-07-29,9701,669424.3,329519.93,339904.37,0.0,100,5,0,7,2024,3,0
2024-07-30,9508,654249.97,322915.44,331334.52999999997,0.0,100,5,1,7,2024,3,0
2024-07-31,9580,662269.63,326428.22,335841.41,0.0,100,5,2,7,2024,3,0
2024-08-01,9734,660965.07,325697.97,335267.1,0.0,100,5,3,8,2024,3,0
2024-08-02,12962,886921.82,438106.08,448815.74,0.0,100,5,4,8,2024,3,0
2024-08-03,14644,1001981.12,494080.94,507900.18,0.0,100,5,5,8,2024,3,1
2024-08-04,14829,1023074.17,503520.98,519553.19,0.0,100,5,6,8,2024,3,1
2024-08-05,9623,650737.06,320898.09,329838.97,0.0,100,5,0,8,2024,3,0
2024-08-06,9623,673642.9,332327.74,341315.16,0.0,100,5,1,8,2024,3,0
2024-08-07,9713,661125.41,326479.15,334646.26,0.0,100,5,2,8,2024,3,0
2024-08-08,9747,668492.72,329699.86,338792.86,0.0,100,5,3,8,2024,3,0
2024-08-09,12928,871670.18,430927.69,440742.49,0.0,100,5,4,8,2024,3,0
2024-08-10,14767,1030453.08,508494.46,521958.62,0.0,100,5,5,8,2024,3,1
2024-08-11,15184,1040665.28,513716.32,526948.96,0.0,100,5,6,8,2024,3,1
2024-08-12,9699,652695.22,322371.16,330324.06,0.0,100,5,0,8,2024,3,0
2024-08-13,9804,668711.78,330055.38,338656.4,0.0,100,5,1,8,2024,3,0
2024-08-14,9793,653075.7,322031.27,331044.43,0.0,100,5,2,8,2024,3,0
2024-08-15,11274,936195.06,461088.75,475106.31,770.0,100,5,3,8,2024,3,0
2024-08-16,15521,1257437.46,618542.49,638894.97,770.0,100,5,4,8,2024,3,0
2024-08-17,18068,1481652.59,729913.62,751738.97,770.0,100,5,5,8,2024,3,1
2024-08-18,17863,1450184.49,713534.9,736649.59,770.0,100,5,6,8,2024,3,1
2024-08-19,11534,921160.67,454451.24,466709.43,770.0,100,5,0,8,2024,3,0
2024-08-20,11471,921535.98,453445.3,468090.68,770.0,100,5,1,8,2024,3,0
2024-08-21,11471,928001.98,457816.18,470185.8,770.0,100,5,2,8,2024,3,0
2024-08-22,11726,942940.46,465247.1,477693.36,770.0,100,5,3,8,2024,3,0
2024-08-23,15436,1255672.45,618250.46,637421.99,770.0,100,5,4,8,2024,3,0
2024-08-24,17820,1422479.72,700917.41,721562.31,770.0,100,5,5,8,2024,3,1
2024-08-25,17913,1486638.39,733913.89,752724.5,770.0,100,5,6,8,2024,3,1
2024-08-26,11708,925493.37,455617.44,469875.93,770.0,100,5,0,8,2024,3,0
2024-08-27,11346,942283.78,464658.8,477624.98,770.0,100,5,1,8,2024,3,0
2024-08-28,11514,942879.92,464568.22,478311.7,770.0,100,5,2,8,2024,3,0
2024-08-29,11542,963854.93,474021.02,489833.91,770.0,100,5,3,8,2024,3,0
2024-08-30,14896,1201719.86,591249.32,610470.54,770.0,100,5,4,8,2024,3,0
2024-08-31,17601,1487558.91,733818.46,753740.45,770.0,100,5,5,8,2024,3,1
2024-09-01,18506,1538203.23,758805.27,779397.96,770.0,100,5,6,9,2024,3,1
2024-09-02,11905,977547.46,482120.54,495426.92,770.0,100,5,0,9,2024,3,0
2024-09-03,11864,959176.89,472949.44,486227.45,770.0,100,5,1,9,2024,3,0
2024-09-04,12059,984993.89,487069.1,497924.79,770.0,100,5,2,9,2024,3,0
2024-09-05,11966,983665.06,484269.75,499395.31,770.0,100,5,3,9,2024,3,0
2024-09-06,16022,1287507.25,635494.02,652013.23,770.0,100,5,4,9,2024,3,0
2024-09-07,18492,1515562.99,746436.44,769126.55,770.0,100,5,5,9,2024,3,1
2024-09-08,18735,1523387.05,751857.12,771529.93,770.0,100,5,6,9,2024,3,1
2024-09-09,12200,972261.17,479640.71,492620.46,770.0,100,5,0,9,2024,3,0
2024-09-10,12028,987154.92,486379.51,500775.41,770.0,100,5,1,9,2024,3,0
2024-09-11,10250,722764.96,356545.28,366219.68,0.0,100,5,2,9,2024,3,0
